"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10317_2","NCTC11359_2","NCTC11698_2","NCTC13635_2","NCTC418_2","NCTC9157_2","NCTC9171_2","NCTC9667_2","NCTC9793_2","NFYY0065_2"
"WP_002891635.1","","cytochrome o ubiquinol oxidase subunit III","10","10","1","1","1697","","","","611","611","611","8777fb3be99985d899573c6a12a3dd51_7879","82cb54a66be23676d92c45561410fc22_7681","71b4f8e38d314b58d2a15397a624f579_7965","cf72a3ad6e3d2448b8ff3941fa28861f_7811","d90f2a772ef9bba7f6f75c33978b075a_8661","53c9d146af329787812b2e1790bf32a4_8031","437f59dc9dcfa09ce2d50a324ebaf4a8_7814","d00c3ca4aa2df69f978eefbbe3fb03e7_10183","1304c761f7edd07127d4c6b6f249f721_5610","f8019d7ff0b2507577fd8d830299c3cc_950"
"WP_002911395.1","","YebW family protein","10","10","1","1","7973","","","","191","191","191","8777fb3be99985d899573c6a12a3dd51_3646","82cb54a66be23676d92c45561410fc22_3651","71b4f8e38d314b58d2a15397a624f579_3805","cf72a3ad6e3d2448b8ff3941fa28861f_9724","d90f2a772ef9bba7f6f75c33978b075a_4395","53c9d146af329787812b2e1790bf32a4_3698","437f59dc9dcfa09ce2d50a324ebaf4a8_3668","d00c3ca4aa2df69f978eefbbe3fb03e7_4017","1304c761f7edd07127d4c6b6f249f721_1430","f8019d7ff0b2507577fd8d830299c3cc_5245"
"WP_002901785.1","","DeoR/GlpR transcriptional regulator","10","10","1","1","5554","","","","749","749","749","8777fb3be99985d899573c6a12a3dd51_5796","82cb54a66be23676d92c45561410fc22_5858","71b4f8e38d314b58d2a15397a624f579_6074","cf72a3ad6e3d2448b8ff3941fa28861f_1278","d90f2a772ef9bba7f6f75c33978b075a_6525","53c9d146af329787812b2e1790bf32a4_5959","437f59dc9dcfa09ce2d50a324ebaf4a8_5919","d00c3ca4aa2df69f978eefbbe3fb03e7_1853","1304c761f7edd07127d4c6b6f249f721_3727","f8019d7ff0b2507577fd8d830299c3cc_2979"
"WP_002909014.1","","GlsB/YeaQ/YmgE family stress response membrane protein","10","10","1","1","4528","","","","248","248","248","8777fb3be99985d899573c6a12a3dd51_4078","82cb54a66be23676d92c45561410fc22_4102","71b4f8e38d314b58d2a15397a624f579_4232","cf72a3ad6e3d2448b8ff3941fa28861f_10136","d90f2a772ef9bba7f6f75c33978b075a_4824","53c9d146af329787812b2e1790bf32a4_4125","437f59dc9dcfa09ce2d50a324ebaf4a8_4068","d00c3ca4aa2df69f978eefbbe3fb03e7_3577","1304c761f7edd07127d4c6b6f249f721_1875","f8019d7ff0b2507577fd8d830299c3cc_4695"
"ilvY","","HTH-type transcriptional activator IlvY","10","10","1","1","2965","","","","890","890","890","8777fb3be99985d899573c6a12a3dd51_9889","82cb54a66be23676d92c45561410fc22_9713","71b4f8e38d314b58d2a15397a624f579_10137","cf72a3ad6e3d2448b8ff3941fa28861f_4824","d90f2a772ef9bba7f6f75c33978b075a_10730","53c9d146af329787812b2e1790bf32a4_10132","437f59dc9dcfa09ce2d50a324ebaf4a8_9935","d00c3ca4aa2df69f978eefbbe3fb03e7_8139","1304c761f7edd07127d4c6b6f249f721_7704","f8019d7ff0b2507577fd8d830299c3cc_9313"
"WP_004173862.1","","DNA-binding transcriptional regulator","10","10","1","1","2795","","","","323","323","323","8777fb3be99985d899573c6a12a3dd51_80","82cb54a66be23676d92c45561410fc22_88","71b4f8e38d314b58d2a15397a624f579_86","cf72a3ad6e3d2448b8ff3941fa28861f_5242","d90f2a772ef9bba7f6f75c33978b075a_672","53c9d146af329787812b2e1790bf32a4_86","437f59dc9dcfa09ce2d50a324ebaf4a8_81","d00c3ca4aa2df69f978eefbbe3fb03e7_7714","1304c761f7edd07127d4c6b6f249f721_8121","f8019d7ff0b2507577fd8d830299c3cc_8902"
"lptG","","LPS export ABC transporter permease LptG","10","10","1","1","5222","","","","1082","1082","1082","8777fb3be99985d899573c6a12a3dd51_9057","82cb54a66be23676d92c45561410fc22_8887","71b4f8e38d314b58d2a15397a624f579_9251","cf72a3ad6e3d2448b8ff3941fa28861f_6624","d90f2a772ef9bba7f6f75c33978b075a_9900","53c9d146af329787812b2e1790bf32a4_9303","437f59dc9dcfa09ce2d50a324ebaf4a8_9107","d00c3ca4aa2df69f978eefbbe3fb03e7_8975","1304c761f7edd07127d4c6b6f249f721_6853","f8019d7ff0b2507577fd8d830299c3cc_10147"
"rluD","","23S rRNA pseudouridine(1911/1915/1917) synthase RluD","10","10","1","1","538","","","","980","980","980","8777fb3be99985d899573c6a12a3dd51_2453","82cb54a66be23676d92c45561410fc22_2425","71b4f8e38d314b58d2a15397a624f579_2557","cf72a3ad6e3d2448b8ff3941fa28861f_2952","d90f2a772ef9bba7f6f75c33978b075a_3054","53c9d146af329787812b2e1790bf32a4_2458","437f59dc9dcfa09ce2d50a324ebaf4a8_2433","d00c3ca4aa2df69f978eefbbe3fb03e7_5249","1304c761f7edd07127d4c6b6f249f721_254","f8019d7ff0b2507577fd8d830299c3cc_6561"
"recA","","recombinase RecA","10","10","1","1","385","","","","1058","1058","1058","8777fb3be99985d899573c6a12a3dd51_2238","82cb54a66be23676d92c45561410fc22_2218","71b4f8e38d314b58d2a15397a624f579_2340","cf72a3ad6e3d2448b8ff3941fa28861f_3162","d90f2a772ef9bba7f6f75c33978b075a_2847","53c9d146af329787812b2e1790bf32a4_2236","437f59dc9dcfa09ce2d50a324ebaf4a8_2219","d00c3ca4aa2df69f978eefbbe3fb03e7_5546","1304c761f7edd07127d4c6b6f249f721_10318","f8019d7ff0b2507577fd8d830299c3cc_6782"
"fabZ","","3-hydroxyacyl-ACP dehydratase FabZ","10","10","1","1","1935","","","","455","455","455","8777fb3be99985d899573c6a12a3dd51_8301","82cb54a66be23676d92c45561410fc22_8132","71b4f8e38d314b58d2a15397a624f579_8459","cf72a3ad6e3d2448b8ff3941fa28861f_7367","d90f2a772ef9bba7f6f75c33978b075a_9081","53c9d146af329787812b2e1790bf32a4_8465","437f59dc9dcfa09ce2d50a324ebaf4a8_8280","d00c3ca4aa2df69f978eefbbe3fb03e7_9759","1304c761f7edd07127d4c6b6f249f721_6047","f8019d7ff0b2507577fd8d830299c3cc_512"
"folB","","bifunctional dihydroneopterin aldolase/7,8-dihydroneopterin epimerase","10","10","1","1","4104","","","","383","383","383","8777fb3be99985d899573c6a12a3dd51_1362","82cb54a66be23676d92c45561410fc22_1349","71b4f8e38d314b58d2a15397a624f579_1353","cf72a3ad6e3d2448b8ff3941fa28861f_4148","d90f2a772ef9bba7f6f75c33978b075a_1910","53c9d146af329787812b2e1790bf32a4_1364","437f59dc9dcfa09ce2d50a324ebaf4a8_1346","d00c3ca4aa2df69f978eefbbe3fb03e7_6426","1304c761f7edd07127d4c6b6f249f721_9336","f8019d7ff0b2507577fd8d830299c3cc_7625"
"WP_002910453.1","","sugar ABC transporter substrate-binding protein","10","10","1","1","4443","","","","914","914","914","8777fb3be99985d899573c6a12a3dd51_3878","82cb54a66be23676d92c45561410fc22_3891","71b4f8e38d314b58d2a15397a624f579_4015","cf72a3ad6e3d2448b8ff3941fa28861f_9924","d90f2a772ef9bba7f6f75c33978b075a_4600","53c9d146af329787812b2e1790bf32a4_3916","437f59dc9dcfa09ce2d50a324ebaf4a8_3868","d00c3ca4aa2df69f978eefbbe3fb03e7_3779","1304c761f7edd07127d4c6b6f249f721_1670","f8019d7ff0b2507577fd8d830299c3cc_5037"
"WP_002921513.1","","hypothetical protein","10","10","1","1","3386","","","","188","188","188","8777fb3be99985d899573c6a12a3dd51_471","82cb54a66be23676d92c45561410fc22_490","71b4f8e38d314b58d2a15397a624f579_502","cf72a3ad6e3d2448b8ff3941fa28861f_5628","d90f2a772ef9bba7f6f75c33978b075a_1063","53c9d146af329787812b2e1790bf32a4_485","437f59dc9dcfa09ce2d50a324ebaf4a8_479","d00c3ca4aa2df69f978eefbbe3fb03e7_7319","1304c761f7edd07127d4c6b6f249f721_8505","f8019d7ff0b2507577fd8d830299c3cc_8502"
"sdhD","","succinate dehydrogenase membrane anchor subunit","10","10","1","1","6774","","","","347","347","347","8777fb3be99985d899573c6a12a3dd51_7153","82cb54a66be23676d92c45561410fc22_6977","71b4f8e38d314b58d2a15397a624f579_7222","cf72a3ad6e3d2448b8ff3941fa28861f_8568","d90f2a772ef9bba7f6f75c33978b075a_7776","53c9d146af329787812b2e1790bf32a4_7142","437f59dc9dcfa09ce2d50a324ebaf4a8_7067","d00c3ca4aa2df69f978eefbbe3fb03e7_574","1304c761f7edd07127d4c6b6f249f721_4877","f8019d7ff0b2507577fd8d830299c3cc_1716"
"mraY","","phospho-N-acetylmuramoyl-pentapeptide-transferase","10","10","1","1","2033","","","","1082","1082","1082","8777fb3be99985d899573c6a12a3dd51_8511","82cb54a66be23676d92c45561410fc22_8344","71b4f8e38d314b58d2a15397a624f579_8673","cf72a3ad6e3d2448b8ff3941fa28861f_7157","d90f2a772ef9bba7f6f75c33978b075a_9297","53c9d146af329787812b2e1790bf32a4_8679","437f59dc9dcfa09ce2d50a324ebaf4a8_8490","d00c3ca4aa2df69f978eefbbe3fb03e7_9545","1304c761f7edd07127d4c6b6f249f721_6259","f8019d7ff0b2507577fd8d830299c3cc_296"
"zapA","","cell division protein ZapA","10","10","1","1","4290","","","","329","329","329","8777fb3be99985d899573c6a12a3dd51_1599","82cb54a66be23676d92c45561410fc22_1562","71b4f8e38d314b58d2a15397a624f579_1578","cf72a3ad6e3d2448b8ff3941fa28861f_3889","d90f2a772ef9bba7f6f75c33978b075a_2133","53c9d146af329787812b2e1790bf32a4_1605","437f59dc9dcfa09ce2d50a324ebaf4a8_1551","d00c3ca4aa2df69f978eefbbe3fb03e7_6181","1304c761f7edd07127d4c6b6f249f721_9699","f8019d7ff0b2507577fd8d830299c3cc_7412"
"WP_004143707.1","","hypothetical protein","10","10","1","1","3644","","","","182","182","182","8777fb3be99985d899573c6a12a3dd51_4773","82cb54a66be23676d92c45561410fc22_4803","71b4f8e38d314b58d2a15397a624f579_4989","cf72a3ad6e3d2448b8ff3941fa28861f_171","d90f2a772ef9bba7f6f75c33978b075a_5513","53c9d146af329787812b2e1790bf32a4_4826","437f59dc9dcfa09ce2d50a324ebaf4a8_4757","d00c3ca4aa2df69f978eefbbe3fb03e7_2886","1304c761f7edd07127d4c6b6f249f721_2553","f8019d7ff0b2507577fd8d830299c3cc_3998"
"rpsQ","","30S ribosomal protein S17","10","10","1","1","3200","","","","254","254","254","8777fb3be99985d899573c6a12a3dd51_825","82cb54a66be23676d92c45561410fc22_842","71b4f8e38d314b58d2a15397a624f579_860","cf72a3ad6e3d2448b8ff3941fa28861f_6002","d90f2a772ef9bba7f6f75c33978b075a_1409","53c9d146af329787812b2e1790bf32a4_843","437f59dc9dcfa09ce2d50a324ebaf4a8_837","d00c3ca4aa2df69f978eefbbe3fb03e7_6961","1304c761f7edd07127d4c6b6f249f721_8853","f8019d7ff0b2507577fd8d830299c3cc_8144"
"nuoE","","NADH-quinone oxidoreductase subunit NuoE","10","10","1","1","1107","","","","500","500","500","8777fb3be99985d899573c6a12a3dd51_2961","82cb54a66be23676d92c45561410fc22_2930","71b4f8e38d314b58d2a15397a624f579_3066","cf72a3ad6e3d2448b8ff3941fa28861f_2266","d90f2a772ef9bba7f6f75c33978b075a_3672","53c9d146af329787812b2e1790bf32a4_2969","437f59dc9dcfa09ce2d50a324ebaf4a8_2982","d00c3ca4aa2df69f978eefbbe3fb03e7_4745","1304c761f7edd07127d4c6b6f249f721_759","f8019d7ff0b2507577fd8d830299c3cc_6052"
"rplI","","50S ribosomal protein L9","10","10","1","1","5146","","","","449","449","449","8777fb3be99985d899573c6a12a3dd51_9191","82cb54a66be23676d92c45561410fc22_9037","71b4f8e38d314b58d2a15397a624f579_9409","cf72a3ad6e3d2448b8ff3941fa28861f_6470","d90f2a772ef9bba7f6f75c33978b075a_10054","53c9d146af329787812b2e1790bf32a4_9447","437f59dc9dcfa09ce2d50a324ebaf4a8_9249","d00c3ca4aa2df69f978eefbbe3fb03e7_8833","1304c761f7edd07127d4c6b6f249f721_7008","f8019d7ff0b2507577fd8d830299c3cc_9999"
"WP_002910889.1","","SpoVR family protein","10","10","1","1","7929","","","","1532","1532","1532","8777fb3be99985d899573c6a12a3dd51_3742","82cb54a66be23676d92c45561410fc22_3741","71b4f8e38d314b58d2a15397a624f579_3899","cf72a3ad6e3d2448b8ff3941fa28861f_9794","d90f2a772ef9bba7f6f75c33978b075a_4485","53c9d146af329787812b2e1790bf32a4_3792","437f59dc9dcfa09ce2d50a324ebaf4a8_3762","d00c3ca4aa2df69f978eefbbe3fb03e7_3923","1304c761f7edd07127d4c6b6f249f721_1520","f8019d7ff0b2507577fd8d830299c3cc_5151"
"nfsB","","oxygen-insensitive NAD(P)H nitroreductase","10","10","1","1","6579","","","","653","653","653","8777fb3be99985d899573c6a12a3dd51_7530","82cb54a66be23676d92c45561410fc22_7338","71b4f8e38d314b58d2a15397a624f579_7604","cf72a3ad6e3d2448b8ff3941fa28861f_8175","d90f2a772ef9bba7f6f75c33978b075a_8152","53c9d146af329787812b2e1790bf32a4_7520","437f59dc9dcfa09ce2d50a324ebaf4a8_7466","d00c3ca4aa2df69f978eefbbe3fb03e7_197","1304c761f7edd07127d4c6b6f249f721_5253","f8019d7ff0b2507577fd8d830299c3cc_1319"
"araH","","L-arabinose ABC transporter permease AraH","10","10","1","1","8012","","","","980","980","980","8777fb3be99985d899573c6a12a3dd51_3556","82cb54a66be23676d92c45561410fc22_3563","71b4f8e38d314b58d2a15397a624f579_3719","cf72a3ad6e3d2448b8ff3941fa28861f_9636","d90f2a772ef9bba7f6f75c33978b075a_4309","53c9d146af329787812b2e1790bf32a4_3612","437f59dc9dcfa09ce2d50a324ebaf4a8_3580","d00c3ca4aa2df69f978eefbbe3fb03e7_4107","1304c761f7edd07127d4c6b6f249f721_1344","f8019d7ff0b2507577fd8d830299c3cc_5331"
"WP_002909082.1","","lipoprotein","10","10","1","1","4521","","","","464","464","464","8777fb3be99985d899573c6a12a3dd51_4057","82cb54a66be23676d92c45561410fc22_4079","71b4f8e38d314b58d2a15397a624f579_4209","cf72a3ad6e3d2448b8ff3941fa28861f_10115","d90f2a772ef9bba7f6f75c33978b075a_4801","53c9d146af329787812b2e1790bf32a4_4102","437f59dc9dcfa09ce2d50a324ebaf4a8_4047","d00c3ca4aa2df69f978eefbbe3fb03e7_3598","1304c761f7edd07127d4c6b6f249f721_1852","f8019d7ff0b2507577fd8d830299c3cc_4718"
"rpsM","","30S ribosomal protein S13","10","10","1","1","3187","","","","356","356","356","8777fb3be99985d899573c6a12a3dd51_851","82cb54a66be23676d92c45561410fc22_868","71b4f8e38d314b58d2a15397a624f579_886","cf72a3ad6e3d2448b8ff3941fa28861f_6028","d90f2a772ef9bba7f6f75c33978b075a_1435","53c9d146af329787812b2e1790bf32a4_869","437f59dc9dcfa09ce2d50a324ebaf4a8_863","d00c3ca4aa2df69f978eefbbe3fb03e7_6935","1304c761f7edd07127d4c6b6f249f721_8879","f8019d7ff0b2507577fd8d830299c3cc_8118"
"argP","","DNA-binding transcriptional regulator ArgP","10","10","1","1","4286","","","","893","893","893","8777fb3be99985d899573c6a12a3dd51_1588","82cb54a66be23676d92c45561410fc22_1551","71b4f8e38d314b58d2a15397a624f579_1565","cf72a3ad6e3d2448b8ff3941fa28861f_3900","d90f2a772ef9bba7f6f75c33978b075a_2122","53c9d146af329787812b2e1790bf32a4_1592","437f59dc9dcfa09ce2d50a324ebaf4a8_1540","d00c3ca4aa2df69f978eefbbe3fb03e7_6192","1304c761f7edd07127d4c6b6f249f721_9688","f8019d7ff0b2507577fd8d830299c3cc_7425"
"hflC","","protease modulator HflC","10","10","1","1","5114","","","","1004","1004","1004","8777fb3be99985d899573c6a12a3dd51_9251","82cb54a66be23676d92c45561410fc22_9085","71b4f8e38d314b58d2a15397a624f579_9457","cf72a3ad6e3d2448b8ff3941fa28861f_6422","d90f2a772ef9bba7f6f75c33978b075a_10102","53c9d146af329787812b2e1790bf32a4_9495","437f59dc9dcfa09ce2d50a324ebaf4a8_9297","d00c3ca4aa2df69f978eefbbe3fb03e7_8785","1304c761f7edd07127d4c6b6f249f721_7068","f8019d7ff0b2507577fd8d830299c3cc_9951"
"rpmC","","50S ribosomal protein L29","10","10","1","1","3201","","","","191","191","191","8777fb3be99985d899573c6a12a3dd51_823","82cb54a66be23676d92c45561410fc22_840","71b4f8e38d314b58d2a15397a624f579_858","cf72a3ad6e3d2448b8ff3941fa28861f_6000","d90f2a772ef9bba7f6f75c33978b075a_1407","53c9d146af329787812b2e1790bf32a4_841","437f59dc9dcfa09ce2d50a324ebaf4a8_835","d00c3ca4aa2df69f978eefbbe3fb03e7_6963","1304c761f7edd07127d4c6b6f249f721_8851","f8019d7ff0b2507577fd8d830299c3cc_8146"
"metA","","homoserine O-succinyltransferase","10","10","1","1","2578","","","","929","929","929","8777fb3be99985d899573c6a12a3dd51_9625","82cb54a66be23676d92c45561410fc22_9453","71b4f8e38d314b58d2a15397a624f579_9867","cf72a3ad6e3d2448b8ff3941fa28861f_6086","d90f2a772ef9bba7f6f75c33978b075a_10470","53c9d146af329787812b2e1790bf32a4_9868","437f59dc9dcfa09ce2d50a324ebaf4a8_9659","d00c3ca4aa2df69f978eefbbe3fb03e7_8403","1304c761f7edd07127d4c6b6f249f721_7444","f8019d7ff0b2507577fd8d830299c3cc_9589"
"WP_004178748.1","","hypothetical protein","10","10","1","1","1700","","","","332","332","332","8777fb3be99985d899573c6a12a3dd51_7885","82cb54a66be23676d92c45561410fc22_7687","71b4f8e38d314b58d2a15397a624f579_7971","cf72a3ad6e3d2448b8ff3941fa28861f_7805","d90f2a772ef9bba7f6f75c33978b075a_8667","53c9d146af329787812b2e1790bf32a4_8037","437f59dc9dcfa09ce2d50a324ebaf4a8_7820","d00c3ca4aa2df69f978eefbbe3fb03e7_10177","1304c761f7edd07127d4c6b6f249f721_5616","f8019d7ff0b2507577fd8d830299c3cc_944"
"miaB","","tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB","10","10","1","1","6732","","","","1424","1424","1424","8777fb3be99985d899573c6a12a3dd51_7254","82cb54a66be23676d92c45561410fc22_7076","71b4f8e38d314b58d2a15397a624f579_7321","cf72a3ad6e3d2448b8ff3941fa28861f_8459","d90f2a772ef9bba7f6f75c33978b075a_7875","53c9d146af329787812b2e1790bf32a4_7241","437f59dc9dcfa09ce2d50a324ebaf4a8_7168","d00c3ca4aa2df69f978eefbbe3fb03e7_473","1304c761f7edd07127d4c6b6f249f721_4976","f8019d7ff0b2507577fd8d830299c3cc_1617"
"acpP","","acyl carrier protein","10","10","1","1","7164","","","","236","236","236","8777fb3be99985d899573c6a12a3dd51_6375","82cb54a66be23676d92c45561410fc22_6253","71b4f8e38d314b58d2a15397a624f579_6471","cf72a3ad6e3d2448b8ff3941fa28861f_9361","d90f2a772ef9bba7f6f75c33978b075a_6936","53c9d146af329787812b2e1790bf32a4_6384","437f59dc9dcfa09ce2d50a324ebaf4a8_6321","d00c3ca4aa2df69f978eefbbe3fb03e7_1360","1304c761f7edd07127d4c6b6f249f721_4132","f8019d7ff0b2507577fd8d830299c3cc_2560"
"rpsC","","30S ribosomal protein S3","10","10","1","1","3203","","","","698","698","698","8777fb3be99985d899573c6a12a3dd51_819","82cb54a66be23676d92c45561410fc22_836","71b4f8e38d314b58d2a15397a624f579_854","cf72a3ad6e3d2448b8ff3941fa28861f_5996","d90f2a772ef9bba7f6f75c33978b075a_1403","53c9d146af329787812b2e1790bf32a4_837","437f59dc9dcfa09ce2d50a324ebaf4a8_831","d00c3ca4aa2df69f978eefbbe3fb03e7_6967","1304c761f7edd07127d4c6b6f249f721_8847","f8019d7ff0b2507577fd8d830299c3cc_8150"
"atpF","","F0F1 ATP synthase subunit B","10","10","1","1","2864","","","","470","470","470","8777fb3be99985d899573c6a12a3dd51_10173","82cb54a66be23676d92c45561410fc22_9977","71b4f8e38d314b58d2a15397a624f579_10415","cf72a3ad6e3d2448b8ff3941fa28861f_5102","d90f2a772ef9bba7f6f75c33978b075a_11008","53c9d146af329787812b2e1790bf32a4_10410","437f59dc9dcfa09ce2d50a324ebaf4a8_10205","d00c3ca4aa2df69f978eefbbe3fb03e7_7855","1304c761f7edd07127d4c6b6f249f721_7982","f8019d7ff0b2507577fd8d830299c3cc_9051"
"WP_002916847.1","","DUF1249 family protein","10","10","1","1","4118","","","","422","422","422","8777fb3be99985d899573c6a12a3dd51_1395","82cb54a66be23676d92c45561410fc22_1384","71b4f8e38d314b58d2a15397a624f579_1388","cf72a3ad6e3d2448b8ff3941fa28861f_4115","d90f2a772ef9bba7f6f75c33978b075a_1945","53c9d146af329787812b2e1790bf32a4_1399","437f59dc9dcfa09ce2d50a324ebaf4a8_1379","d00c3ca4aa2df69f978eefbbe3fb03e7_6393","1304c761f7edd07127d4c6b6f249f721_9371","f8019d7ff0b2507577fd8d830299c3cc_7590"
"rpsR","","30S ribosomal protein S18","10","10","1","1","5145","","","","227","227","227","8777fb3be99985d899573c6a12a3dd51_9193","82cb54a66be23676d92c45561410fc22_9039","71b4f8e38d314b58d2a15397a624f579_9411","cf72a3ad6e3d2448b8ff3941fa28861f_6468","d90f2a772ef9bba7f6f75c33978b075a_10056","53c9d146af329787812b2e1790bf32a4_9449","437f59dc9dcfa09ce2d50a324ebaf4a8_9251","d00c3ca4aa2df69f978eefbbe3fb03e7_8831","1304c761f7edd07127d4c6b6f249f721_7010","f8019d7ff0b2507577fd8d830299c3cc_9997"
"tpiA","","triose-phosphate isomerase","10","10","1","1","2722","","","","767","767","767","8777fb3be99985d899573c6a12a3dd51_215","82cb54a66be23676d92c45561410fc22_229","71b4f8e38d314b58d2a15397a624f579_227","cf72a3ad6e3d2448b8ff3941fa28861f_5375","d90f2a772ef9bba7f6f75c33978b075a_803","53c9d146af329787812b2e1790bf32a4_223","437f59dc9dcfa09ce2d50a324ebaf4a8_224","d00c3ca4aa2df69f978eefbbe3fb03e7_7579","1304c761f7edd07127d4c6b6f249f721_8252","f8019d7ff0b2507577fd8d830299c3cc_8761"
"cpxR","","envelope stress response regulator transcription factor CpxR","10","10","1","1","2920","","","","698","698","698","8777fb3be99985d899573c6a12a3dd51_10003","82cb54a66be23676d92c45561410fc22_9827","71b4f8e38d314b58d2a15397a624f579_10251","cf72a3ad6e3d2448b8ff3941fa28861f_4940","d90f2a772ef9bba7f6f75c33978b075a_10844","53c9d146af329787812b2e1790bf32a4_10246","437f59dc9dcfa09ce2d50a324ebaf4a8_10049","d00c3ca4aa2df69f978eefbbe3fb03e7_8025","1304c761f7edd07127d4c6b6f249f721_7818","f8019d7ff0b2507577fd8d830299c3cc_9201"
"WP_002884150.1","","PTS sugar transporter subunit IIB","10","10","1","1","3048","","","","305","305","305","8777fb3be99985d899573c6a12a3dd51_9682","82cb54a66be23676d92c45561410fc22_9508","71b4f8e38d314b58d2a15397a624f579_9922","cf72a3ad6e3d2448b8ff3941fa28861f_4608","d90f2a772ef9bba7f6f75c33978b075a_10525","53c9d146af329787812b2e1790bf32a4_9923","437f59dc9dcfa09ce2d50a324ebaf4a8_9716","d00c3ca4aa2df69f978eefbbe3fb03e7_8346","1304c761f7edd07127d4c6b6f249f721_7499","f8019d7ff0b2507577fd8d830299c3cc_9534"
"bacA","","undecaprenyl-diphosphate phosphatase","10","10","1","1","4106","","","","821","821","821","8777fb3be99985d899573c6a12a3dd51_1364","82cb54a66be23676d92c45561410fc22_1351","71b4f8e38d314b58d2a15397a624f579_1355","cf72a3ad6e3d2448b8ff3941fa28861f_4146","d90f2a772ef9bba7f6f75c33978b075a_1912","53c9d146af329787812b2e1790bf32a4_1366","437f59dc9dcfa09ce2d50a324ebaf4a8_1348","d00c3ca4aa2df69f978eefbbe3fb03e7_6424","1304c761f7edd07127d4c6b6f249f721_9338","f8019d7ff0b2507577fd8d830299c3cc_7623"
"WP_004184165.1","","ABC transporter substrate-binding protein","10","10","1","1","3643","","","","686","686","686","8777fb3be99985d899573c6a12a3dd51_4771","82cb54a66be23676d92c45561410fc22_4801","71b4f8e38d314b58d2a15397a624f579_4987","cf72a3ad6e3d2448b8ff3941fa28861f_169","d90f2a772ef9bba7f6f75c33978b075a_5511","53c9d146af329787812b2e1790bf32a4_4824","437f59dc9dcfa09ce2d50a324ebaf4a8_4755","d00c3ca4aa2df69f978eefbbe3fb03e7_2888","1304c761f7edd07127d4c6b6f249f721_2551","f8019d7ff0b2507577fd8d830299c3cc_4000"
"WP_002888559.1","","peptidoglycan glycosyltransferase FtsI","10","10","1","1","2036","","","","1766","1766","1766","8777fb3be99985d899573c6a12a3dd51_8517","82cb54a66be23676d92c45561410fc22_8350","71b4f8e38d314b58d2a15397a624f579_8679","cf72a3ad6e3d2448b8ff3941fa28861f_7151","d90f2a772ef9bba7f6f75c33978b075a_9303","53c9d146af329787812b2e1790bf32a4_8685","437f59dc9dcfa09ce2d50a324ebaf4a8_8496","d00c3ca4aa2df69f978eefbbe3fb03e7_9539","1304c761f7edd07127d4c6b6f249f721_6265","f8019d7ff0b2507577fd8d830299c3cc_290"
"hspQ","","heat shock protein HspQ","10","10","1","1","7073","","","","317","317","317","8777fb3be99985d899573c6a12a3dd51_6593","82cb54a66be23676d92c45561410fc22_6443","71b4f8e38d314b58d2a15397a624f579_6662","cf72a3ad6e3d2448b8ff3941fa28861f_9142","d90f2a772ef9bba7f6f75c33978b075a_7147","53c9d146af329787812b2e1790bf32a4_6581","437f59dc9dcfa09ce2d50a324ebaf4a8_6517","d00c3ca4aa2df69f978eefbbe3fb03e7_1142","1304c761f7edd07127d4c6b6f249f721_4326","f8019d7ff0b2507577fd8d830299c3cc_2360"
"WP_002916131.1","","DUF1471 domain-containing protein","10","10","1","1","3845","","","","209","209","209","8777fb3be99985d899573c6a12a3dd51_1731","82cb54a66be23676d92c45561410fc22_1738","71b4f8e38d314b58d2a15397a624f579_1787","cf72a3ad6e3d2448b8ff3941fa28861f_3685","d90f2a772ef9bba7f6f75c33978b075a_2333","53c9d146af329787812b2e1790bf32a4_1738","437f59dc9dcfa09ce2d50a324ebaf4a8_1715","d00c3ca4aa2df69f978eefbbe3fb03e7_6049","1304c761f7edd07127d4c6b6f249f721_9828","f8019d7ff0b2507577fd8d830299c3cc_7280"
