"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10047_2","NCTC10080_2","NCTC10436_2","NCTC13175_2","NCTC4840_2","NCTC5706_2","NCTC5716_2","NCTC5741_2","NCTC5791_2","NCTC6017_2"
"livK","","high-affinity branched-chain amino acid ABC transporter substrate-binding protein LivK","9","9","1","1","5929","","","","1109","1109","1109","4faf440b7ae03605f2bb8c219a1cbecd_574","3a4164c7505bb5d25b67cc08b6e6c176_576","1d003073a6ba14d334cd248f59261d0c_575","8c337c75870066c7edf421eabf2a3849_587","489654d668b099aba1108a156a10fb33_640","e2beb81cc53f5f2dca879fc3cbafdbb5_565","3769ff932ef4964888ed10339eca08e9_555","34b0a8d969f18b9f4b245d9e2e270fbf_8224","f73384227e558735e4d06d33f21c4335_573",""
"livF","","high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF","9","9","1","1","5925","","","","713","713","713","4faf440b7ae03605f2bb8c219a1cbecd_582","3a4164c7505bb5d25b67cc08b6e6c176_584","1d003073a6ba14d334cd248f59261d0c_583","8c337c75870066c7edf421eabf2a3849_595","","e2beb81cc53f5f2dca879fc3cbafdbb5_573","3769ff932ef4964888ed10339eca08e9_563","34b0a8d969f18b9f4b245d9e2e270fbf_8216","f73384227e558735e4d06d33f21c4335_581","2429ebe1b70a7dc44da671065d2f1e2f_601"
"glpG","","rhomboid family intramembrane serine protease GlpG","9","9","1","1","5747","","","","830","830","830","4faf440b7ae03605f2bb8c219a1cbecd_638","3a4164c7505bb5d25b67cc08b6e6c176_656","1d003073a6ba14d334cd248f59261d0c_665","8c337c75870066c7edf421eabf2a3849_657","489654d668b099aba1108a156a10fb33_710","e2beb81cc53f5f2dca879fc3cbafdbb5_645","3769ff932ef4964888ed10339eca08e9_637","34b0a8d969f18b9f4b245d9e2e270fbf_8144","f73384227e558735e4d06d33f21c4335_653",""
"malP","","maltodextrin phosphorylase","9","9","1","1","5887","","","","2393","2393","2393","4faf440b7ae03605f2bb8c219a1cbecd_644","3a4164c7505bb5d25b67cc08b6e6c176_672","1d003073a6ba14d334cd248f59261d0c_675","8c337c75870066c7edf421eabf2a3849_673","489654d668b099aba1108a156a10fb33_716","e2beb81cc53f5f2dca879fc3cbafdbb5_661","3769ff932ef4964888ed10339eca08e9_655","34b0a8d969f18b9f4b245d9e2e270fbf_8128","f73384227e558735e4d06d33f21c4335_669",""
"gntT","","gluconate transporter","9","9","1","1","5883","","","","1316","1316","1316","4faf440b7ae03605f2bb8c219a1cbecd_648","3a4164c7505bb5d25b67cc08b6e6c176_676","1d003073a6ba14d334cd248f59261d0c_679","8c337c75870066c7edf421eabf2a3849_677","","e2beb81cc53f5f2dca879fc3cbafdbb5_665","3769ff932ef4964888ed10339eca08e9_659","34b0a8d969f18b9f4b245d9e2e270fbf_8124","f73384227e558735e4d06d33f21c4335_673","2429ebe1b70a7dc44da671065d2f1e2f_695"
"aroB","","3-dehydroquinate synthase","9","9","1","1","5853","","","","1088","1088","1088","4faf440b7ae03605f2bb8c219a1cbecd_808","3a4164c7505bb5d25b67cc08b6e6c176_728","1d003073a6ba14d334cd248f59261d0c_731","8c337c75870066c7edf421eabf2a3849_729","489654d668b099aba1108a156a10fb33_772","e2beb81cc53f5f2dca879fc3cbafdbb5_717","3769ff932ef4964888ed10339eca08e9_711","34b0a8d969f18b9f4b245d9e2e270fbf_8072","f73384227e558735e4d06d33f21c4335_725",""
"tsgA","","MFS transporter TsgA","9","9","1","1","5846","","","","1091","1181","1171","4faf440b7ae03605f2bb8c219a1cbecd_832","3a4164c7505bb5d25b67cc08b6e6c176_752","1d003073a6ba14d334cd248f59261d0c_755","","489654d668b099aba1108a156a10fb33_796","e2beb81cc53f5f2dca879fc3cbafdbb5_741","3769ff932ef4964888ed10339eca08e9_735","34b0a8d969f18b9f4b245d9e2e270fbf_8048","f73384227e558735e4d06d33f21c4335_749","2429ebe1b70a7dc44da671065d2f1e2f_773"
"dprA","","DNA-protecting protein DprA","9","9","1","1","7514","","","","1124","1124","1124","4faf440b7ae03605f2bb8c219a1cbecd_986","3a4164c7505bb5d25b67cc08b6e6c176_888","1d003073a6ba14d334cd248f59261d0c_911","8c337c75870066c7edf421eabf2a3849_889","489654d668b099aba1108a156a10fb33_932","e2beb81cc53f5f2dca879fc3cbafdbb5_881","3769ff932ef4964888ed10339eca08e9_871","","f73384227e558735e4d06d33f21c4335_885","2429ebe1b70a7dc44da671065d2f1e2f_909"
"csrD","","RNase E specificity factor CsrD","9","9","1","1","7545","","","","1940","1940","1940","4faf440b7ae03605f2bb8c219a1cbecd_1054","3a4164c7505bb5d25b67cc08b6e6c176_956","1d003073a6ba14d334cd248f59261d0c_981","8c337c75870066c7edf421eabf2a3849_957","","e2beb81cc53f5f2dca879fc3cbafdbb5_951","3769ff932ef4964888ed10339eca08e9_941","34b0a8d969f18b9f4b245d9e2e270fbf_7844","f73384227e558735e4d06d33f21c4335_956","2429ebe1b70a7dc44da671065d2f1e2f_975"
"codB","","cytosine permease","9","9","1","1","7602","","","","1250","1253","1252","4faf440b7ae03605f2bb8c219a1cbecd_1120","3a4164c7505bb5d25b67cc08b6e6c176_1040","1d003073a6ba14d334cd248f59261d0c_1059","8c337c75870066c7edf421eabf2a3849_1041","489654d668b099aba1108a156a10fb33_1082","e2beb81cc53f5f2dca879fc3cbafdbb5_1033","3769ff932ef4964888ed10339eca08e9_1023","34b0a8d969f18b9f4b245d9e2e270fbf_7760","f73384227e558735e4d06d33f21c4335_1038",""
"elbB","","isoprenoid biosynthesis glyoxalase ElbB","9","9","1","1","7597","","","","653","653","653","4faf440b7ae03605f2bb8c219a1cbecd_1132","3a4164c7505bb5d25b67cc08b6e6c176_1052","1d003073a6ba14d334cd248f59261d0c_1071","8c337c75870066c7edf421eabf2a3849_1053","","e2beb81cc53f5f2dca879fc3cbafdbb5_1045","3769ff932ef4964888ed10339eca08e9_1035","34b0a8d969f18b9f4b245d9e2e270fbf_7748","f73384227e558735e4d06d33f21c4335_1050","2429ebe1b70a7dc44da671065d2f1e2f_1077"
"mtr","","tryptophan permease","9","9","1","1","5616","","","","1244","1244","1244","4faf440b7ae03605f2bb8c219a1cbecd_1230","3a4164c7505bb5d25b67cc08b6e6c176_1152","1d003073a6ba14d334cd248f59261d0c_1177","8c337c75870066c7edf421eabf2a3849_1153","","e2beb81cc53f5f2dca879fc3cbafdbb5_1145","3769ff932ef4964888ed10339eca08e9_1133","34b0a8d969f18b9f4b245d9e2e270fbf_7650","f73384227e558735e4d06d33f21c4335_1150","2429ebe1b70a7dc44da671065d2f1e2f_1177"
"WP_126523842.1","","ATP-binding cassette domain-containing protein","9","9","1","1","4998","","","","653","689","663","","3a4164c7505bb5d25b67cc08b6e6c176_1724","1d003073a6ba14d334cd248f59261d0c_1723","8c337c75870066c7edf421eabf2a3849_1583","489654d668b099aba1108a156a10fb33_1627","e2beb81cc53f5f2dca879fc3cbafdbb5_1567","3769ff932ef4964888ed10339eca08e9_1629","34b0a8d969f18b9f4b245d9e2e270fbf_7230","f73384227e558735e4d06d33f21c4335_1576","2429ebe1b70a7dc44da671065d2f1e2f_1633"
"garL","","2-dehydro-3-deoxyglucarate aldolase","9","9","1","1","5651","","","","770","770","770","4faf440b7ae03605f2bb8c219a1cbecd_1274","3a4164c7505bb5d25b67cc08b6e6c176_1198","1d003073a6ba14d334cd248f59261d0c_1231","8c337c75870066c7edf421eabf2a3849_1199","489654d668b099aba1108a156a10fb33_1248","e2beb81cc53f5f2dca879fc3cbafdbb5_1205","3769ff932ef4964888ed10339eca08e9_1193","34b0a8d969f18b9f4b245d9e2e270fbf_7590","f73384227e558735e4d06d33f21c4335_1206",""
"WP_000202966.1","","M48 family metallopeptidase","9","9","1","1","5943","","","","491","497","496","4faf440b7ae03605f2bb8c219a1cbecd_1359","3a4164c7505bb5d25b67cc08b6e6c176_1257","1d003073a6ba14d334cd248f59261d0c_1296","8c337c75870066c7edf421eabf2a3849_1264","489654d668b099aba1108a156a10fb33_1307","e2beb81cc53f5f2dca879fc3cbafdbb5_1266","3769ff932ef4964888ed10339eca08e9_1250","34b0a8d969f18b9f4b245d9e2e270fbf_7531","f73384227e558735e4d06d33f21c4335_1265",""
"WP_023202744.1","","NADPH-dependent 2,4-dienoyl-CoA reductase","9","9","1","1","5951","","","","2018","2018","2018","4faf440b7ae03605f2bb8c219a1cbecd_1363","3a4164c7505bb5d25b67cc08b6e6c176_1261","1d003073a6ba14d334cd248f59261d0c_1300","8c337c75870066c7edf421eabf2a3849_1268","489654d668b099aba1108a156a10fb33_1311","e2beb81cc53f5f2dca879fc3cbafdbb5_1270","3769ff932ef4964888ed10339eca08e9_1254","34b0a8d969f18b9f4b245d9e2e270fbf_7527","f73384227e558735e4d06d33f21c4335_1269",""
"WP_001574944.1","","5-formyltetrahydrofolate cyclo-ligase","9","9","1","1","4968","","","","596","614","598","","3a4164c7505bb5d25b67cc08b6e6c176_1752","1d003073a6ba14d334cd248f59261d0c_1767","8c337c75870066c7edf421eabf2a3849_1613","489654d668b099aba1108a156a10fb33_1657","e2beb81cc53f5f2dca879fc3cbafdbb5_1597","3769ff932ef4964888ed10339eca08e9_1657","34b0a8d969f18b9f4b245d9e2e270fbf_7202","f73384227e558735e4d06d33f21c4335_1604","2429ebe1b70a7dc44da671065d2f1e2f_1665"
"WP_000566824.1","","accessory factor UbiK family protein","9","9","1","1","5553","","","","296","299","296","4faf440b7ae03605f2bb8c219a1cbecd_1420","3a4164c7505bb5d25b67cc08b6e6c176_1440","1d003073a6ba14d334cd248f59261d0c_1463","8c337c75870066c7edf421eabf2a3849_1321","489654d668b099aba1108a156a10fb33_1365","e2beb81cc53f5f2dca879fc3cbafdbb5_1323","3769ff932ef4964888ed10339eca08e9_1387","34b0a8d969f18b9f4b245d9e2e270fbf_7474","f73384227e558735e4d06d33f21c4335_1322",""
"WP_001059119.1","","DUF2623 domain-containing protein","9","9","1","1","5494","","","","287","287","287","4faf440b7ae03605f2bb8c219a1cbecd_1497","3a4164c7505bb5d25b67cc08b6e6c176_1529","","8c337c75870066c7edf421eabf2a3849_1412","489654d668b099aba1108a156a10fb33_1468","e2beb81cc53f5f2dca879fc3cbafdbb5_1412","3769ff932ef4964888ed10339eca08e9_1476","34b0a8d969f18b9f4b245d9e2e270fbf_7385","f73384227e558735e4d06d33f21c4335_1411","2429ebe1b70a7dc44da671065d2f1e2f_1472"
"WP_001286405.1","","NAD-dependent phenylacetaldehyde dehydrogenase","9","9","1","1","5463","","","","1484","1484","1484","4faf440b7ae03605f2bb8c219a1cbecd_1551","3a4164c7505bb5d25b67cc08b6e6c176_1573","","8c337c75870066c7edf421eabf2a3849_1456","489654d668b099aba1108a156a10fb33_1520","e2beb81cc53f5f2dca879fc3cbafdbb5_1456","3769ff932ef4964888ed10339eca08e9_1520","34b0a8d969f18b9f4b245d9e2e270fbf_7341","f73384227e558735e4d06d33f21c4335_1455","2429ebe1b70a7dc44da671065d2f1e2f_1520"
"WP_000542980.1","","cupin domain-containing protein","9","9","1","1","5461","","","","374","374","374","4faf440b7ae03605f2bb8c219a1cbecd_1555","3a4164c7505bb5d25b67cc08b6e6c176_1577","","8c337c75870066c7edf421eabf2a3849_1460","489654d668b099aba1108a156a10fb33_1524","e2beb81cc53f5f2dca879fc3cbafdbb5_1460","3769ff932ef4964888ed10339eca08e9_1524","34b0a8d969f18b9f4b245d9e2e270fbf_7337","f73384227e558735e4d06d33f21c4335_1459","2429ebe1b70a7dc44da671065d2f1e2f_1524"
"WP_001174769.1","","XTP/dITP diphosphatase","9","9","1","1","5026","","","","593","593","593","4faf440b7ae03605f2bb8c219a1cbecd_1602","3a4164c7505bb5d25b67cc08b6e6c176_1666","1d003073a6ba14d334cd248f59261d0c_1669","","489654d668b099aba1108a156a10fb33_1573","e2beb81cc53f5f2dca879fc3cbafdbb5_1509","3769ff932ef4964888ed10339eca08e9_1573","34b0a8d969f18b9f4b245d9e2e270fbf_7288","f73384227e558735e4d06d33f21c4335_1508","2429ebe1b70a7dc44da671065d2f1e2f_1573"
"gcvT","","glycine cleavage system aminomethyltransferase GcvT","9","9","1","1","4960","","","","1094","1094","1094","4faf440b7ae03605f2bb8c219a1cbecd_1715","3a4164c7505bb5d25b67cc08b6e6c176_1767","1d003073a6ba14d334cd248f59261d0c_1782","","489654d668b099aba1108a156a10fb33_1672","e2beb81cc53f5f2dca879fc3cbafdbb5_1612","3769ff932ef4964888ed10339eca08e9_1672","34b0a8d969f18b9f4b245d9e2e270fbf_7187","f73384227e558735e4d06d33f21c4335_1619","2429ebe1b70a7dc44da671065d2f1e2f_1682"
"gcvP","","aminomethyl-transferring glycine dehydrogenase","9","9","1","1","4963","","","","2873","2873","2873","4faf440b7ae03605f2bb8c219a1cbecd_1719","3a4164c7505bb5d25b67cc08b6e6c176_1771","1d003073a6ba14d334cd248f59261d0c_1786","8c337c75870066c7edf421eabf2a3849_1632","489654d668b099aba1108a156a10fb33_1676","e2beb81cc53f5f2dca879fc3cbafdbb5_1616","3769ff932ef4964888ed10339eca08e9_1676","34b0a8d969f18b9f4b245d9e2e270fbf_7183","f73384227e558735e4d06d33f21c4335_1623",""
"WP_000019291.1","","prepilin-type N-terminal cleavage/methylation domain-containing protein","9","9","1","1","2621","","","","320","320","320","4faf440b7ae03605f2bb8c219a1cbecd_1863","3a4164c7505bb5d25b67cc08b6e6c176_1881","1d003073a6ba14d334cd248f59261d0c_1878","8c337c75870066c7edf421eabf2a3849_1742","489654d668b099aba1108a156a10fb33_1792","e2beb81cc53f5f2dca879fc3cbafdbb5_1732","3769ff932ef4964888ed10339eca08e9_1792","34b0a8d969f18b9f4b245d9e2e270fbf_7069","f73384227e558735e4d06d33f21c4335_1745",""
"fucR","","L-fucose operon activator","9","9","1","1","2611","","","","710","710","710","4faf440b7ae03605f2bb8c219a1cbecd_1901","3a4164c7505bb5d25b67cc08b6e6c176_1919","1d003073a6ba14d334cd248f59261d0c_1916","8c337c75870066c7edf421eabf2a3849_1780","489654d668b099aba1108a156a10fb33_1830","e2beb81cc53f5f2dca879fc3cbafdbb5_1770","3769ff932ef4964888ed10339eca08e9_1830","34b0a8d969f18b9f4b245d9e2e270fbf_7031","f73384227e558735e4d06d33f21c4335_1783",""
"gudP","","MFS transporter","9","9","1","1","2654","","","","1253","1358","1346","4faf440b7ae03605f2bb8c219a1cbecd_1935","3a4164c7505bb5d25b67cc08b6e6c176_2057","1d003073a6ba14d334cd248f59261d0c_1950","8c337c75870066c7edf421eabf2a3849_1816","489654d668b099aba1108a156a10fb33_1864","e2beb81cc53f5f2dca879fc3cbafdbb5_1804","3769ff932ef4964888ed10339eca08e9_1866","34b0a8d969f18b9f4b245d9e2e270fbf_6995","f73384227e558735e4d06d33f21c4335_1819",""
"WP_001237180.1","","UbiX family flavin prenyltransferase","9","9","1","1","2699","","","","593","593","593","4faf440b7ae03605f2bb8c219a1cbecd_2020","3a4164c7505bb5d25b67cc08b6e6c176_2159","1d003073a6ba14d334cd248f59261d0c_2020","","489654d668b099aba1108a156a10fb33_1955","e2beb81cc53f5f2dca879fc3cbafdbb5_1900","3769ff932ef4964888ed10339eca08e9_1962","34b0a8d969f18b9f4b245d9e2e270fbf_6893","f73384227e558735e4d06d33f21c4335_1893","2429ebe1b70a7dc44da671065d2f1e2f_1977"
"WP_000912484.1","","3-oxo-tetronate kinase","9","9","1","1","2701","","","","1262","1262","1262","4faf440b7ae03605f2bb8c219a1cbecd_2028","3a4164c7505bb5d25b67cc08b6e6c176_2167","1d003073a6ba14d334cd248f59261d0c_2028","8c337c75870066c7edf421eabf2a3849_1926","489654d668b099aba1108a156a10fb33_1963","e2beb81cc53f5f2dca879fc3cbafdbb5_1908","3769ff932ef4964888ed10339eca08e9_1970","34b0a8d969f18b9f4b245d9e2e270fbf_6885","f73384227e558735e4d06d33f21c4335_1901",""
"invG","","type III secretion system outer membrane ring protein InvG","9","9","1","1","2735","","","","1688","1691","1688","4faf440b7ae03605f2bb8c219a1cbecd_2072","3a4164c7505bb5d25b67cc08b6e6c176_2207","1d003073a6ba14d334cd248f59261d0c_2044","8c337c75870066c7edf421eabf2a3849_1966","489654d668b099aba1108a156a10fb33_1997","e2beb81cc53f5f2dca879fc3cbafdbb5_1954","3769ff932ef4964888ed10339eca08e9_2016","34b0a8d969f18b9f4b245d9e2e270fbf_6839","f73384227e558735e4d06d33f21c4335_1938",""
"hycC","","formate hydrogenlyase subunit 3","9","9","1","1","2792","","","","1769","1826","1819","4faf440b7ae03605f2bb8c219a1cbecd_2166","3a4164c7505bb5d25b67cc08b6e6c176_2301","1d003073a6ba14d334cd248f59261d0c_2138","8c337c75870066c7edf421eabf2a3849_2060","489654d668b099aba1108a156a10fb33_2091","e2beb81cc53f5f2dca879fc3cbafdbb5_2046","3769ff932ef4964888ed10339eca08e9_2110","34b0a8d969f18b9f4b245d9e2e270fbf_6745","f73384227e558735e4d06d33f21c4335_2032",""
"lysM","","peptidoglycan-binding protein LysM","9","9","1","1","2854","","","","449","449","449","4faf440b7ae03605f2bb8c219a1cbecd_2291","3a4164c7505bb5d25b67cc08b6e6c176_2420","1d003073a6ba14d334cd248f59261d0c_2265","8c337c75870066c7edf421eabf2a3849_2179","489654d668b099aba1108a156a10fb33_2220","e2beb81cc53f5f2dca879fc3cbafdbb5_2165","3769ff932ef4964888ed10339eca08e9_2239","34b0a8d969f18b9f4b245d9e2e270fbf_6626","f73384227e558735e4d06d33f21c4335_2161",""
"csiR","","DNA-binding transcriptional regulator CsiR","9","9","1","1","2855","","","","677","692","678","4faf440b7ae03605f2bb8c219a1cbecd_2293","3a4164c7505bb5d25b67cc08b6e6c176_2422","1d003073a6ba14d334cd248f59261d0c_2267","8c337c75870066c7edf421eabf2a3849_2181","489654d668b099aba1108a156a10fb33_2222","e2beb81cc53f5f2dca879fc3cbafdbb5_2167","3769ff932ef4964888ed10339eca08e9_2241","34b0a8d969f18b9f4b245d9e2e270fbf_6624","f73384227e558735e4d06d33f21c4335_2163",""
"WP_001059351.1","","HoxN/HupN/NixA family nickel/cobalt transporter","9","9","1","1","2869","","","","1013","1013","1013","4faf440b7ae03605f2bb8c219a1cbecd_2317","3a4164c7505bb5d25b67cc08b6e6c176_2444","1d003073a6ba14d334cd248f59261d0c_2289","8c337c75870066c7edf421eabf2a3849_2203","489654d668b099aba1108a156a10fb33_2244","e2beb81cc53f5f2dca879fc3cbafdbb5_2189","3769ff932ef4964888ed10339eca08e9_2263","34b0a8d969f18b9f4b245d9e2e270fbf_6602","f73384227e558735e4d06d33f21c4335_2185",""
"WP_001212379.1","","YfiR family protein","9","9","1","1","2931","","","","518","518","518","4faf440b7ae03605f2bb8c219a1cbecd_2542","3a4164c7505bb5d25b67cc08b6e6c176_2646","","8c337c75870066c7edf421eabf2a3849_2276","489654d668b099aba1108a156a10fb33_2345","e2beb81cc53f5f2dca879fc3cbafdbb5_2380","3769ff932ef4964888ed10339eca08e9_2366","34b0a8d969f18b9f4b245d9e2e270fbf_6517","f73384227e558735e4d06d33f21c4335_2262","2429ebe1b70a7dc44da671065d2f1e2f_2374"
"group_1195","dmsB","dimethylsulfoxide reductase subunit B","9","9","1","1","8010","","","","629","629","629","4faf440b7ae03605f2bb8c219a1cbecd_2726","3a4164c7505bb5d25b67cc08b6e6c176_2831","1d003073a6ba14d334cd248f59261d0c_2656","8c337c75870066c7edf421eabf2a3849_2461","489654d668b099aba1108a156a10fb33_2529","e2beb81cc53f5f2dca879fc3cbafdbb5_2571","3769ff932ef4964888ed10339eca08e9_2682","34b0a8d969f18b9f4b245d9e2e270fbf_6334","f73384227e558735e4d06d33f21c4335_2448",""
"WP_001533732.1","","XRE family transcriptional regulator","9","9","1","1","733","","","","1172","1187","1185","4faf440b7ae03605f2bb8c219a1cbecd_2800","3a4164c7505bb5d25b67cc08b6e6c176_2915","1d003073a6ba14d334cd248f59261d0c_2722","8c337c75870066c7edf421eabf2a3849_2535","489654d668b099aba1108a156a10fb33_2607","e2beb81cc53f5f2dca879fc3cbafdbb5_2645","","34b0a8d969f18b9f4b245d9e2e270fbf_6260","f73384227e558735e4d06d33f21c4335_2524","2429ebe1b70a7dc44da671065d2f1e2f_2662"
"nudK","","GDP-mannose pyrophosphatase NudK","9","9","1","1","848","","","","575","575","575","4faf440b7ae03605f2bb8c219a1cbecd_2838","3a4164c7505bb5d25b67cc08b6e6c176_2951","1d003073a6ba14d334cd248f59261d0c_2771","8c337c75870066c7edf421eabf2a3849_2571","","e2beb81cc53f5f2dca879fc3cbafdbb5_2681","3769ff932ef4964888ed10339eca08e9_2788","34b0a8d969f18b9f4b245d9e2e270fbf_6224","f73384227e558735e4d06d33f21c4335_2560","2429ebe1b70a7dc44da671065d2f1e2f_2698"
"eutQ","","ethanolamine utilization acetate kinase EutQ","9","9","1","1","838","","","","689","689","689","4faf440b7ae03605f2bb8c219a1cbecd_2868","3a4164c7505bb5d25b67cc08b6e6c176_2967","","8c337c75870066c7edf421eabf2a3849_2587","489654d668b099aba1108a156a10fb33_2659","e2beb81cc53f5f2dca879fc3cbafdbb5_2697","3769ff932ef4964888ed10339eca08e9_2804","34b0a8d969f18b9f4b245d9e2e270fbf_6208","f73384227e558735e4d06d33f21c4335_2576","2429ebe1b70a7dc44da671065d2f1e2f_2714"
"WP_001112936.1","","sensor domain-containing phosphodiesterase","9","9","1","1","8234","","","","2189","2189","2189","4faf440b7ae03605f2bb8c219a1cbecd_2979","3a4164c7505bb5d25b67cc08b6e6c176_3087","1d003073a6ba14d334cd248f59261d0c_2923","8c337c75870066c7edf421eabf2a3849_2709","489654d668b099aba1108a156a10fb33_2777","e2beb81cc53f5f2dca879fc3cbafdbb5_2821","3769ff932ef4964888ed10339eca08e9_2926","34b0a8d969f18b9f4b245d9e2e270fbf_6084","f73384227e558735e4d06d33f21c4335_2698",""
"WP_000639889.1","","YfdY family protein","9","9","1","1","8257","","","","242","242","242","4faf440b7ae03605f2bb8c219a1cbecd_3017","3a4164c7505bb5d25b67cc08b6e6c176_3109","1d003073a6ba14d334cd248f59261d0c_2957","8c337c75870066c7edf421eabf2a3849_2743","489654d668b099aba1108a156a10fb33_2801","e2beb81cc53f5f2dca879fc3cbafdbb5_2843","3769ff932ef4964888ed10339eca08e9_2948","34b0a8d969f18b9f4b245d9e2e270fbf_6062","f73384227e558735e4d06d33f21c4335_2720",""
"WP_001289141.1","","aspartate-semialdehyde dehydrogenase","9","9","1","1","8180","","","","1013","1013","1013","4faf440b7ae03605f2bb8c219a1cbecd_3216","3a4164c7505bb5d25b67cc08b6e6c176_3198","1d003073a6ba14d334cd248f59261d0c_3014","8c337c75870066c7edf421eabf2a3849_2806","","e2beb81cc53f5f2dca879fc3cbafdbb5_2910","3769ff932ef4964888ed10339eca08e9_3011","34b0a8d969f18b9f4b245d9e2e270fbf_5999","f73384227e558735e4d06d33f21c4335_2783","2429ebe1b70a7dc44da671065d2f1e2f_2933"
"WP_000364318.1","","DedA family protein","9","9","1","1","8177","","","","658","659","658","4faf440b7ae03605f2bb8c219a1cbecd_3220","3a4164c7505bb5d25b67cc08b6e6c176_3202","1d003073a6ba14d334cd248f59261d0c_3018","8c337c75870066c7edf421eabf2a3849_2810","489654d668b099aba1108a156a10fb33_2862","e2beb81cc53f5f2dca879fc3cbafdbb5_2914","3769ff932ef4964888ed10339eca08e9_3015","34b0a8d969f18b9f4b245d9e2e270fbf_5995","f73384227e558735e4d06d33f21c4335_2787",""
"WP_001555201.1","","sugar phosphatase","9","9","1","1","8141","","","","677","677","677","4faf440b7ae03605f2bb8c219a1cbecd_3294","3a4164c7505bb5d25b67cc08b6e6c176_3268","1d003073a6ba14d334cd248f59261d0c_3086","8c337c75870066c7edf421eabf2a3849_2876","489654d668b099aba1108a156a10fb33_2928","e2beb81cc53f5f2dca879fc3cbafdbb5_2980","3769ff932ef4964888ed10339eca08e9_3081","34b0a8d969f18b9f4b245d9e2e270fbf_5929","f73384227e558735e4d06d33f21c4335_2853",""
"napF","","ferredoxin-type protein NapF","9","9","1","1","6809","","","","491","491","491","4faf440b7ae03605f2bb8c219a1cbecd_3422","3a4164c7505bb5d25b67cc08b6e6c176_3414","1d003073a6ba14d334cd248f59261d0c_3222","8c337c75870066c7edf421eabf2a3849_3012","","e2beb81cc53f5f2dca879fc3cbafdbb5_3126","3769ff932ef4964888ed10339eca08e9_3229","34b0a8d969f18b9f4b245d9e2e270fbf_5783","f73384227e558735e4d06d33f21c4335_3001","2429ebe1b70a7dc44da671065d2f1e2f_3159"
"WP_000957763.1","","cyclic di-GMP phosphodiesterase","9","9","1","1","6940","","","","1556","1556","1556","4faf440b7ae03605f2bb8c219a1cbecd_3519","3a4164c7505bb5d25b67cc08b6e6c176_3479","1d003073a6ba14d334cd248f59261d0c_3291","8c337c75870066c7edf421eabf2a3849_3077","489654d668b099aba1108a156a10fb33_3125","e2beb81cc53f5f2dca879fc3cbafdbb5_3225","3769ff932ef4964888ed10339eca08e9_3328","34b0a8d969f18b9f4b245d9e2e270fbf_5708","f73384227e558735e4d06d33f21c4335_3076",""
"WP_000876817.1","","helix-turn-helix transcriptional regulator","9","9","1","1","7059","","","","389","389","389","4faf440b7ae03605f2bb8c219a1cbecd_3569","3a4164c7505bb5d25b67cc08b6e6c176_3519","","8c337c75870066c7edf421eabf2a3849_3117","489654d668b099aba1108a156a10fb33_3165","e2beb81cc53f5f2dca879fc3cbafdbb5_3265","3769ff932ef4964888ed10339eca08e9_3368","34b0a8d969f18b9f4b245d9e2e270fbf_5668","f73384227e558735e4d06d33f21c4335_3116","2429ebe1b70a7dc44da671065d2f1e2f_3312"
