"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10332_2","NCTC10728_2","NCTC11445_2","NCTC12903_2","NCTC13359_2","NCTC13618_2","NCTC13620_2","NCTC13715_2","PAO1_2","Pa58_2"
"WP_003093169.1","","alternative ribosome-rescue factor A","10","10","1","1","3015","","","","151","152","151","bff5be9a05af26abf8b302cd0b3f69e2_1937","f1bc4d4512a19bd29d7991c343d79c7a_7615","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8542","e1e193540533662714034fbaf73f5d6e_1876","fbf66bbada04254cb1d7db6bed85cec5_2894","8fa835bf467b60db460d3f086747dc57_2003","d1676fa9fd9af43d40bcc74e7f0aec45_2055","9a62a93745f59da1e1aa95775073ed22_5428","252ccf95a1f36013216e1b90c752981b_8561","71007f8b45df3e0a6853be2ecfd5b6f2_2173"
"WP_003100335.1","","hydroxymethylpyrimidine/phosphomethylpyrimidine kinase","10","10","1","1","3000","","","","797","798","797","bff5be9a05af26abf8b302cd0b3f69e2_1967","f1bc4d4512a19bd29d7991c343d79c7a_7645","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8512","e1e193540533662714034fbaf73f5d6e_1906","fbf66bbada04254cb1d7db6bed85cec5_2924","8fa835bf467b60db460d3f086747dc57_2033","d1676fa9fd9af43d40bcc74e7f0aec45_2085","9a62a93745f59da1e1aa95775073ed22_5458","252ccf95a1f36013216e1b90c752981b_8531","71007f8b45df3e0a6853be2ecfd5b6f2_2203"
"WP_003106057.1","","hypothetical protein","10","10","1","1","2994","","","","566","566","566","bff5be9a05af26abf8b302cd0b3f69e2_1979","f1bc4d4512a19bd29d7991c343d79c7a_7657","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8500","e1e193540533662714034fbaf73f5d6e_1918","fbf66bbada04254cb1d7db6bed85cec5_2936","8fa835bf467b60db460d3f086747dc57_2045","d1676fa9fd9af43d40bcc74e7f0aec45_2097","9a62a93745f59da1e1aa95775073ed22_5470","252ccf95a1f36013216e1b90c752981b_8517","71007f8b45df3e0a6853be2ecfd5b6f2_2215"
"WP_003093125.1","","DUF2788 domain-containing protein","10","10","1","1","2990","","","","208","209","208","bff5be9a05af26abf8b302cd0b3f69e2_1987","f1bc4d4512a19bd29d7991c343d79c7a_7665","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8492","e1e193540533662714034fbaf73f5d6e_1926","fbf66bbada04254cb1d7db6bed85cec5_2944","8fa835bf467b60db460d3f086747dc57_2053","d1676fa9fd9af43d40bcc74e7f0aec45_2105","9a62a93745f59da1e1aa95775073ed22_5478","252ccf95a1f36013216e1b90c752981b_8509","71007f8b45df3e0a6853be2ecfd5b6f2_2223"
"WP_003119210.1","","Lrp/AsnC family transcriptional regulator","10","10","1","1","2989","","","","509","510","509","bff5be9a05af26abf8b302cd0b3f69e2_1989","f1bc4d4512a19bd29d7991c343d79c7a_7667","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8490","e1e193540533662714034fbaf73f5d6e_1928","fbf66bbada04254cb1d7db6bed85cec5_2946","8fa835bf467b60db460d3f086747dc57_2055","d1676fa9fd9af43d40bcc74e7f0aec45_2107","9a62a93745f59da1e1aa95775073ed22_5480","252ccf95a1f36013216e1b90c752981b_8507","71007f8b45df3e0a6853be2ecfd5b6f2_2225"
"WP_003106834.1","","cysteine hydrolase","10","10","1","1","2968","","","","581","581","581","bff5be9a05af26abf8b302cd0b3f69e2_2013","f1bc4d4512a19bd29d7991c343d79c7a_7691","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8466","e1e193540533662714034fbaf73f5d6e_1952","fbf66bbada04254cb1d7db6bed85cec5_2970","8fa835bf467b60db460d3f086747dc57_2123","d1676fa9fd9af43d40bcc74e7f0aec45_2131","9a62a93745f59da1e1aa95775073ed22_5504","252ccf95a1f36013216e1b90c752981b_8483","71007f8b45df3e0a6853be2ecfd5b6f2_2291"
"WP_003093104.1","","NYN domain-containing protein","10","10","1","1","2966","","","","479","503","500","bff5be9a05af26abf8b302cd0b3f69e2_2017","f1bc4d4512a19bd29d7991c343d79c7a_7695","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8462","e1e193540533662714034fbaf73f5d6e_1956","fbf66bbada04254cb1d7db6bed85cec5_2974","8fa835bf467b60db460d3f086747dc57_2127","d1676fa9fd9af43d40bcc74e7f0aec45_2135","9a62a93745f59da1e1aa95775073ed22_5508","252ccf95a1f36013216e1b90c752981b_8478","71007f8b45df3e0a6853be2ecfd5b6f2_2295"
"WP_003106008.1","","TIGR03862 family flavoprotein","10","10","1","1","2964","","","","1175","1241","1234","bff5be9a05af26abf8b302cd0b3f69e2_2021","f1bc4d4512a19bd29d7991c343d79c7a_7699","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8458","e1e193540533662714034fbaf73f5d6e_1960","fbf66bbada04254cb1d7db6bed85cec5_2978","8fa835bf467b60db460d3f086747dc57_2131","d1676fa9fd9af43d40bcc74e7f0aec45_2139","9a62a93745f59da1e1aa95775073ed22_5512","252ccf95a1f36013216e1b90c752981b_8474","71007f8b45df3e0a6853be2ecfd5b6f2_2299"
"WP_003093052.1","","DUF2474 domain-containing protein","10","10","1","1","2942","","","","170","170","170","bff5be9a05af26abf8b302cd0b3f69e2_2063","f1bc4d4512a19bd29d7991c343d79c7a_7741","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8416","e1e193540533662714034fbaf73f5d6e_2002","fbf66bbada04254cb1d7db6bed85cec5_3022","8fa835bf467b60db460d3f086747dc57_2175","d1676fa9fd9af43d40bcc74e7f0aec45_2183","9a62a93745f59da1e1aa95775073ed22_5554","252ccf95a1f36013216e1b90c752981b_8429","71007f8b45df3e0a6853be2ecfd5b6f2_2341"
"WP_003103009.1","","DUF1329 domain-containing protein","10","10","1","1","2936","","","","1367","1368","1367","bff5be9a05af26abf8b302cd0b3f69e2_2075","f1bc4d4512a19bd29d7991c343d79c7a_7753","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8404","e1e193540533662714034fbaf73f5d6e_2014","fbf66bbada04254cb1d7db6bed85cec5_3036","8fa835bf467b60db460d3f086747dc57_2189","d1676fa9fd9af43d40bcc74e7f0aec45_2197","9a62a93745f59da1e1aa95775073ed22_5566","252ccf95a1f36013216e1b90c752981b_8417","71007f8b45df3e0a6853be2ecfd5b6f2_2353"
"WP_012613633.1","","TonB-dependent receptor family protein","10","10","1","1","2911","","","","2354","2355","2354","bff5be9a05af26abf8b302cd0b3f69e2_2117","f1bc4d4512a19bd29d7991c343d79c7a_7801","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8362","e1e193540533662714034fbaf73f5d6e_2056","fbf66bbada04254cb1d7db6bed85cec5_3080","8fa835bf467b60db460d3f086747dc57_2233","d1676fa9fd9af43d40bcc74e7f0aec45_2241","9a62a93745f59da1e1aa95775073ed22_5614","252ccf95a1f36013216e1b90c752981b_8373","71007f8b45df3e0a6853be2ecfd5b6f2_2401"
"WP_003113764.1","","FecR family protein","10","10","1","1","2910","","","","953","953","953","bff5be9a05af26abf8b302cd0b3f69e2_2119","f1bc4d4512a19bd29d7991c343d79c7a_7803","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8360","e1e193540533662714034fbaf73f5d6e_2058","fbf66bbada04254cb1d7db6bed85cec5_3082","8fa835bf467b60db460d3f086747dc57_2235","d1676fa9fd9af43d40bcc74e7f0aec45_2243","9a62a93745f59da1e1aa95775073ed22_5616","252ccf95a1f36013216e1b90c752981b_8371","71007f8b45df3e0a6853be2ecfd5b6f2_2403"
"narH","","nitrate reductase subunit beta","10","10","1","1","2882","","","","1541","1542","1541","bff5be9a05af26abf8b302cd0b3f69e2_2175","f1bc4d4512a19bd29d7991c343d79c7a_7859","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8304","e1e193540533662714034fbaf73f5d6e_2114","fbf66bbada04254cb1d7db6bed85cec5_3140","8fa835bf467b60db460d3f086747dc57_2293","d1676fa9fd9af43d40bcc74e7f0aec45_2301","9a62a93745f59da1e1aa95775073ed22_5672","252ccf95a1f36013216e1b90c752981b_8316","71007f8b45df3e0a6853be2ecfd5b6f2_2459"
"WP_003118294.1","","ornithine cyclodeaminase family protein","10","10","1","1","2871","","","","947","948","947","bff5be9a05af26abf8b302cd0b3f69e2_2191","f1bc4d4512a19bd29d7991c343d79c7a_7885","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8288","e1e193540533662714034fbaf73f5d6e_2130","fbf66bbada04254cb1d7db6bed85cec5_3168","8fa835bf467b60db460d3f086747dc57_2309","d1676fa9fd9af43d40bcc74e7f0aec45_2317","9a62a93745f59da1e1aa95775073ed22_5692","252ccf95a1f36013216e1b90c752981b_8289","71007f8b45df3e0a6853be2ecfd5b6f2_2479"
"rhlB","","ATP-dependent RNA helicase RhlB","10","10","1","1","2870","","","","1193","1571","1533","bff5be9a05af26abf8b302cd0b3f69e2_2193","f1bc4d4512a19bd29d7991c343d79c7a_7887","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8286","e1e193540533662714034fbaf73f5d6e_2132","fbf66bbada04254cb1d7db6bed85cec5_3170","8fa835bf467b60db460d3f086747dc57_2311","d1676fa9fd9af43d40bcc74e7f0aec45_2319","9a62a93745f59da1e1aa95775073ed22_5694","252ccf95a1f36013216e1b90c752981b_8286","71007f8b45df3e0a6853be2ecfd5b6f2_2481"
"WP_003119272.1","","amino acid ABC transporter substrate-binding protein","10","10","1","1","2866","","","","1025","1026","1025","bff5be9a05af26abf8b302cd0b3f69e2_2199","f1bc4d4512a19bd29d7991c343d79c7a_7893","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8280","e1e193540533662714034fbaf73f5d6e_2138","fbf66bbada04254cb1d7db6bed85cec5_3178","8fa835bf467b60db460d3f086747dc57_2319","d1676fa9fd9af43d40bcc74e7f0aec45_2327","9a62a93745f59da1e1aa95775073ed22_5700","252ccf95a1f36013216e1b90c752981b_8280","71007f8b45df3e0a6853be2ecfd5b6f2_2487"
"WP_003123051.1","","N-acetyltransferase","10","10","1","1","6090","","","","506","506","506","bff5be9a05af26abf8b302cd0b3f69e2_8950","f1bc4d4512a19bd29d7991c343d79c7a_2797","f57ec7ca82cfc8a0008cea8c3cc6a6e4_720","e1e193540533662714034fbaf73f5d6e_9827","fbf66bbada04254cb1d7db6bed85cec5_10815","8fa835bf467b60db460d3f086747dc57_10088","d1676fa9fd9af43d40bcc74e7f0aec45_9888","9a62a93745f59da1e1aa95775073ed22_395","252ccf95a1f36013216e1b90c752981b_1500","71007f8b45df3e0a6853be2ecfd5b6f2_10618"
"WP_003118297.1","","nuclear transport factor 2 family protein","10","10","1","1","2864","","","","458","482","479","bff5be9a05af26abf8b302cd0b3f69e2_2203","f1bc4d4512a19bd29d7991c343d79c7a_7897","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8276","e1e193540533662714034fbaf73f5d6e_2142","fbf66bbada04254cb1d7db6bed85cec5_3182","8fa835bf467b60db460d3f086747dc57_2323","d1676fa9fd9af43d40bcc74e7f0aec45_2331","9a62a93745f59da1e1aa95775073ed22_5704","252ccf95a1f36013216e1b90c752981b_8276","71007f8b45df3e0a6853be2ecfd5b6f2_2491"
"WP_003119275.1","","GIY-YIG nuclease family protein","10","10","1","1","2862","","","","314","377","339","bff5be9a05af26abf8b302cd0b3f69e2_2207","f1bc4d4512a19bd29d7991c343d79c7a_7901","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8272","e1e193540533662714034fbaf73f5d6e_2146","fbf66bbada04254cb1d7db6bed85cec5_3186","8fa835bf467b60db460d3f086747dc57_2327","d1676fa9fd9af43d40bcc74e7f0aec45_2335","9a62a93745f59da1e1aa95775073ed22_5708","252ccf95a1f36013216e1b90c752981b_8271","71007f8b45df3e0a6853be2ecfd5b6f2_2495"
"WP_003092867.1","","leucyl aminopeptidase","10","10","1","1","2828","","","","1487","1488","1487","bff5be9a05af26abf8b302cd0b3f69e2_2261","f1bc4d4512a19bd29d7991c343d79c7a_7951","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8222","e1e193540533662714034fbaf73f5d6e_2192","fbf66bbada04254cb1d7db6bed85cec5_3240","8fa835bf467b60db460d3f086747dc57_2379","d1676fa9fd9af43d40bcc74e7f0aec45_2383","9a62a93745f59da1e1aa95775073ed22_5756","252ccf95a1f36013216e1b90c752981b_8224","71007f8b45df3e0a6853be2ecfd5b6f2_2547"
"WP_003119285.1","","helix-turn-helix transcriptional regulator","10","10","1","1","2827","","","","812","813","812","bff5be9a05af26abf8b302cd0b3f69e2_2263","f1bc4d4512a19bd29d7991c343d79c7a_7953","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8220","e1e193540533662714034fbaf73f5d6e_2194","fbf66bbada04254cb1d7db6bed85cec5_3242","8fa835bf467b60db460d3f086747dc57_2381","d1676fa9fd9af43d40bcc74e7f0aec45_2385","9a62a93745f59da1e1aa95775073ed22_5758","252ccf95a1f36013216e1b90c752981b_8222","71007f8b45df3e0a6853be2ecfd5b6f2_2549"
"WP_003129598.1","","alpha/beta hydrolase","10","10","1","1","2826","","","","923","923","923","bff5be9a05af26abf8b302cd0b3f69e2_2265","f1bc4d4512a19bd29d7991c343d79c7a_7955","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8218","e1e193540533662714034fbaf73f5d6e_2196","fbf66bbada04254cb1d7db6bed85cec5_3244","8fa835bf467b60db460d3f086747dc57_2383","d1676fa9fd9af43d40bcc74e7f0aec45_2387","9a62a93745f59da1e1aa95775073ed22_5760","252ccf95a1f36013216e1b90c752981b_8220","71007f8b45df3e0a6853be2ecfd5b6f2_2551"
"WP_003100603.1","","RDD family protein","10","10","1","1","2823","","","","497","497","497","bff5be9a05af26abf8b302cd0b3f69e2_2271","f1bc4d4512a19bd29d7991c343d79c7a_7961","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8212","e1e193540533662714034fbaf73f5d6e_2202","fbf66bbada04254cb1d7db6bed85cec5_3250","8fa835bf467b60db460d3f086747dc57_2389","d1676fa9fd9af43d40bcc74e7f0aec45_2393","9a62a93745f59da1e1aa95775073ed22_5766","252ccf95a1f36013216e1b90c752981b_8214","71007f8b45df3e0a6853be2ecfd5b6f2_2557"
"tatB","","Sec-independent protein translocase subunit TatB","10","10","1","1","6666","","","","413","428","423","bff5be9a05af26abf8b302cd0b3f69e2_10746","f1bc4d4512a19bd29d7991c343d79c7a_4605","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11648","e1e193540533662714034fbaf73f5d6e_11891","fbf66bbada04254cb1d7db6bed85cec5_12939","8fa835bf467b60db460d3f086747dc57_11882","d1676fa9fd9af43d40bcc74e7f0aec45_11955","9a62a93745f59da1e1aa95775073ed22_2275","252ccf95a1f36013216e1b90c752981b_10950","71007f8b45df3e0a6853be2ecfd5b6f2_12726"
"WP_003105378.1","","PepSY domain-containing protein","10","10","1","1","2780","","","","1414","1415","1414","bff5be9a05af26abf8b302cd0b3f69e2_2356","f1bc4d4512a19bd29d7991c343d79c7a_8046","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8135","e1e193540533662714034fbaf73f5d6e_2287","fbf66bbada04254cb1d7db6bed85cec5_3327","8fa835bf467b60db460d3f086747dc57_2466","d1676fa9fd9af43d40bcc74e7f0aec45_2472","9a62a93745f59da1e1aa95775073ed22_5843","252ccf95a1f36013216e1b90c752981b_8133","71007f8b45df3e0a6853be2ecfd5b6f2_2634"
"WP_003105383.1","","DUF2946 family protein","10","10","1","1","2777","","","","389","389","389","bff5be9a05af26abf8b302cd0b3f69e2_2362","f1bc4d4512a19bd29d7991c343d79c7a_8052","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8129","e1e193540533662714034fbaf73f5d6e_2293","fbf66bbada04254cb1d7db6bed85cec5_3333","8fa835bf467b60db460d3f086747dc57_2472","d1676fa9fd9af43d40bcc74e7f0aec45_2478","9a62a93745f59da1e1aa95775073ed22_5849","252ccf95a1f36013216e1b90c752981b_8127","71007f8b45df3e0a6853be2ecfd5b6f2_2640"
"WP_004345610.1","","transporter","10","10","1","1","2763","","","","896","896","896","bff5be9a05af26abf8b302cd0b3f69e2_2392","f1bc4d4512a19bd29d7991c343d79c7a_8082","f57ec7ca82cfc8a0008cea8c3cc6a6e4_8099","e1e193540533662714034fbaf73f5d6e_2323","fbf66bbada04254cb1d7db6bed85cec5_3363","8fa835bf467b60db460d3f086747dc57_2502","d1676fa9fd9af43d40bcc74e7f0aec45_2508","9a62a93745f59da1e1aa95775073ed22_5879","252ccf95a1f36013216e1b90c752981b_8094","71007f8b45df3e0a6853be2ecfd5b6f2_2670"
"WP_003084789.1","","glycine cleavage system protein R","10","10","1","1","5786","","","","515","515","515","bff5be9a05af26abf8b302cd0b3f69e2_983","f1bc4d4512a19bd29d7991c343d79c7a_6661","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9604","e1e193540533662714034fbaf73f5d6e_1004","fbf66bbada04254cb1d7db6bed85cec5_1771","8fa835bf467b60db460d3f086747dc57_1025","d1676fa9fd9af43d40bcc74e7f0aec45_1083","9a62a93745f59da1e1aa95775073ed22_4466","252ccf95a1f36013216e1b90c752981b_1011","71007f8b45df3e0a6853be2ecfd5b6f2_1105"
"WP_003110461.1","","UDP-glucose/GDP-mannose dehydrogenase family protein","10","10","1","1","2263","","","","1310","1310","1310","bff5be9a05af26abf8b302cd0b3f69e2_2878","f1bc4d4512a19bd29d7991c343d79c7a_8563","f57ec7ca82cfc8a0008cea8c3cc6a6e4_7455","e1e193540533662714034fbaf73f5d6e_2938","fbf66bbada04254cb1d7db6bed85cec5_3972","8fa835bf467b60db460d3f086747dc57_3153","d1676fa9fd9af43d40bcc74e7f0aec45_3126","9a62a93745f59da1e1aa95775073ed22_6355","252ccf95a1f36013216e1b90c752981b_7605","71007f8b45df3e0a6853be2ecfd5b6f2_3148"
"WP_003095041.1","","hypothetical protein","10","10","1","1","9510","","","","695","695","695","bff5be9a05af26abf8b302cd0b3f69e2_9907","f1bc4d4512a19bd29d7991c343d79c7a_3788","f57ec7ca82cfc8a0008cea8c3cc6a6e4_12457","e1e193540533662714034fbaf73f5d6e_11080","fbf66bbada04254cb1d7db6bed85cec5_12082","8fa835bf467b60db460d3f086747dc57_11057","d1676fa9fd9af43d40bcc74e7f0aec45_11130","9a62a93745f59da1e1aa95775073ed22_1394","252ccf95a1f36013216e1b90c752981b_10095","71007f8b45df3e0a6853be2ecfd5b6f2_11913"
"group_6474","fliL","flagellar basal body-associated protein FliL","10","10","1","1","6524","","","","419","419","419","bff5be9a05af26abf8b302cd0b3f69e2_11095","f1bc4d4512a19bd29d7991c343d79c7a_4948","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11289","e1e193540533662714034fbaf73f5d6e_12255","fbf66bbada04254cb1d7db6bed85cec5_34","8fa835bf467b60db460d3f086747dc57_12366","d1676fa9fd9af43d40bcc74e7f0aec45_12322","9a62a93745f59da1e1aa95775073ed22_2620","252ccf95a1f36013216e1b90c752981b_11310","71007f8b45df3e0a6853be2ecfd5b6f2_13098"
"WP_003096058.1","","rhodanese-like domain-containing protein","10","10","1","1","6736","","","","419","419","419","bff5be9a05af26abf8b302cd0b3f69e2_10870","f1bc4d4512a19bd29d7991c343d79c7a_4727","f57ec7ca82cfc8a0008cea8c3cc6a6e4_11526","e1e193540533662714034fbaf73f5d6e_12011","fbf66bbada04254cb1d7db6bed85cec5_13065","8fa835bf467b60db460d3f086747dc57_12004","d1676fa9fd9af43d40bcc74e7f0aec45_12081","9a62a93745f59da1e1aa95775073ed22_2399","252ccf95a1f36013216e1b90c752981b_11073","71007f8b45df3e0a6853be2ecfd5b6f2_12848"
"WP_003087236.1","","YbaB/EbfC family nucleoid-associated protein","10","10","1","1","8888","","","","326","326","326","bff5be9a05af26abf8b302cd0b3f69e2_7122","f1bc4d4512a19bd29d7991c343d79c7a_1102","f57ec7ca82cfc8a0008cea8c3cc6a6e4_2772","e1e193540533662714034fbaf73f5d6e_7794","fbf66bbada04254cb1d7db6bed85cec5_9068","8fa835bf467b60db460d3f086747dc57_7874","d1676fa9fd9af43d40bcc74e7f0aec45_7848","9a62a93745f59da1e1aa95775073ed22_11171","252ccf95a1f36013216e1b90c752981b_3258","71007f8b45df3e0a6853be2ecfd5b6f2_8697"
"group_6477","folE","GTP cyclohydrolase I FolE","10","10","1","1","5510","","","","545","545","545","bff5be9a05af26abf8b302cd0b3f69e2_6830","f1bc4d4512a19bd29d7991c343d79c7a_808","f57ec7ca82cfc8a0008cea8c3cc6a6e4_3064","e1e193540533662714034fbaf73f5d6e_7412","fbf66bbada04254cb1d7db6bed85cec5_8770","8fa835bf467b60db460d3f086747dc57_7484","d1676fa9fd9af43d40bcc74e7f0aec45_7550","9a62a93745f59da1e1aa95775073ed22_10869","252ccf95a1f36013216e1b90c752981b_3562","71007f8b45df3e0a6853be2ecfd5b6f2_8395"
"WP_003090502.1","","psl and pyoverdine operon regulator PpyR","10","10","1","1","9415","","","","257","257","257","bff5be9a05af26abf8b302cd0b3f69e2_4749","f1bc4d4512a19bd29d7991c343d79c7a_10420","f57ec7ca82cfc8a0008cea8c3cc6a6e4_5634","e1e193540533662714034fbaf73f5d6e_4752","fbf66bbada04254cb1d7db6bed85cec5_5933","8fa835bf467b60db460d3f086747dc57_5077","d1676fa9fd9af43d40bcc74e7f0aec45_5080","9a62a93745f59da1e1aa95775073ed22_8531","252ccf95a1f36013216e1b90c752981b_5671","71007f8b45df3e0a6853be2ecfd5b6f2_5441"
"WP_003089526.1","","DUF1654 domain-containing protein","10","10","1","1","3611","","","","242","242","242","bff5be9a05af26abf8b302cd0b3f69e2_5339","f1bc4d4512a19bd29d7991c343d79c7a_11056","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4034","e1e193540533662714034fbaf73f5d6e_5768","fbf66bbada04254cb1d7db6bed85cec5_6933","8fa835bf467b60db460d3f086747dc57_5953","d1676fa9fd9af43d40bcc74e7f0aec45_6043","9a62a93745f59da1e1aa95775073ed22_9125","252ccf95a1f36013216e1b90c752981b_5075","71007f8b45df3e0a6853be2ecfd5b6f2_6444"
"WP_003089295.1","","GNAT family N-acetyltransferase","10","10","1","1","7321","","","","515","515","515","bff5be9a05af26abf8b302cd0b3f69e2_5561","f1bc4d4512a19bd29d7991c343d79c7a_11278","f57ec7ca82cfc8a0008cea8c3cc6a6e4_4256","e1e193540533662714034fbaf73f5d6e_5992","fbf66bbada04254cb1d7db6bed85cec5_7263","8fa835bf467b60db460d3f086747dc57_6177","d1676fa9fd9af43d40bcc74e7f0aec45_6269","9a62a93745f59da1e1aa95775073ed22_9335","252ccf95a1f36013216e1b90c752981b_4850","71007f8b45df3e0a6853be2ecfd5b6f2_6652"
"purF","","amidophosphoribosyltransferase","10","10","1","1","9857","","","","1505","1505","1505","bff5be9a05af26abf8b302cd0b3f69e2_3779","f1bc4d4512a19bd29d7991c343d79c7a_9429","f57ec7ca82cfc8a0008cea8c3cc6a6e4_6589","e1e193540533662714034fbaf73f5d6e_3803","fbf66bbada04254cb1d7db6bed85cec5_4844","8fa835bf467b60db460d3f086747dc57_4027","d1676fa9fd9af43d40bcc74e7f0aec45_4014","9a62a93745f59da1e1aa95775073ed22_7276","252ccf95a1f36013216e1b90c752981b_6641","71007f8b45df3e0a6853be2ecfd5b6f2_4188"
"glyQ","","glycine--tRNA ligase subunit alpha","10","10","1","1","7111","","","","947","947","947","bff5be9a05af26abf8b302cd0b3f69e2_19","f1bc4d4512a19bd29d7991c343d79c7a_5677","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10574","e1e193540533662714034fbaf73f5d6e_26","fbf66bbada04254cb1d7db6bed85cec5_771","8fa835bf467b60db460d3f086747dc57_19","d1676fa9fd9af43d40bcc74e7f0aec45_19","9a62a93745f59da1e1aa95775073ed22_3470","252ccf95a1f36013216e1b90c752981b_19","71007f8b45df3e0a6853be2ecfd5b6f2_19"
"rplD","","50S ribosomal protein L4","10","10","1","1","5205","","","","602","602","602","bff5be9a05af26abf8b302cd0b3f69e2_1390","f1bc4d4512a19bd29d7991c343d79c7a_7062","f57ec7ca82cfc8a0008cea8c3cc6a6e4_9095","e1e193540533662714034fbaf73f5d6e_1411","fbf66bbada04254cb1d7db6bed85cec5_2207","8fa835bf467b60db460d3f086747dc57_1446","d1676fa9fd9af43d40bcc74e7f0aec45_1506","9a62a93745f59da1e1aa95775073ed22_4905","252ccf95a1f36013216e1b90c752981b_9126","71007f8b45df3e0a6853be2ecfd5b6f2_1640"
"recF","","DNA replication/repair protein RecF","10","10","1","1","8846","","","","1109","1109","1109","bff5be9a05af26abf8b302cd0b3f69e2_7","f1bc4d4512a19bd29d7991c343d79c7a_5665","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10586","e1e193540533662714034fbaf73f5d6e_5","fbf66bbada04254cb1d7db6bed85cec5_759","8fa835bf467b60db460d3f086747dc57_7","d1676fa9fd9af43d40bcc74e7f0aec45_7","9a62a93745f59da1e1aa95775073ed22_3449","252ccf95a1f36013216e1b90c752981b_7","71007f8b45df3e0a6853be2ecfd5b6f2_7"
"WP_003109112.1","","hypothetical protein","10","10","1","1","4768","","","","191","191","191","bff5be9a05af26abf8b302cd0b3f69e2_8016","f1bc4d4512a19bd29d7991c343d79c7a_1979","f57ec7ca82cfc8a0008cea8c3cc6a6e4_1924","e1e193540533662714034fbaf73f5d6e_8639","fbf66bbada04254cb1d7db6bed85cec5_9944","8fa835bf467b60db460d3f086747dc57_8716","d1676fa9fd9af43d40bcc74e7f0aec45_8716","9a62a93745f59da1e1aa95775073ed22_12068","252ccf95a1f36013216e1b90c752981b_2380","71007f8b45df3e0a6853be2ecfd5b6f2_9695"
"WP_003091475.1","","response regulator transcription factor","10","10","1","1","9731","","","","728","728","728","bff5be9a05af26abf8b302cd0b3f69e2_3610","f1bc4d4512a19bd29d7991c343d79c7a_9252","f57ec7ca82cfc8a0008cea8c3cc6a6e4_6768","e1e193540533662714034fbaf73f5d6e_3634","fbf66bbada04254cb1d7db6bed85cec5_4663","8fa835bf467b60db460d3f086747dc57_3848","d1676fa9fd9af43d40bcc74e7f0aec45_3833","9a62a93745f59da1e1aa95775073ed22_7107","252ccf95a1f36013216e1b90c752981b_6835","71007f8b45df3e0a6853be2ecfd5b6f2_4019"
"WP_003096941.1","","MFS transporter","10","10","1","1","8556","","","","1289","1289","1289","bff5be9a05af26abf8b302cd0b3f69e2_11606","f1bc4d4512a19bd29d7991c343d79c7a_5457","f57ec7ca82cfc8a0008cea8c3cc6a6e4_10778","e1e193540533662714034fbaf73f5d6e_12764","fbf66bbada04254cb1d7db6bed85cec5_561","8fa835bf467b60db460d3f086747dc57_12895","d1676fa9fd9af43d40bcc74e7f0aec45_12847","9a62a93745f59da1e1aa95775073ed22_3237","252ccf95a1f36013216e1b90c752981b_11826","71007f8b45df3e0a6853be2ecfd5b6f2_13609"
"WP_003094039.1","","response regulator transcription factor","10","10","1","1","1592","","","","683","683","683","bff5be9a05af26abf8b302cd0b3f69e2_9257","f1bc4d4512a19bd29d7991c343d79c7a_3106","f57ec7ca82cfc8a0008cea8c3cc6a6e4_413","e1e193540533662714034fbaf73f5d6e_10134","fbf66bbada04254cb1d7db6bed85cec5_11126","8fa835bf467b60db460d3f086747dc57_10399","d1676fa9fd9af43d40bcc74e7f0aec45_10201","9a62a93745f59da1e1aa95775073ed22_702","252ccf95a1f36013216e1b90c752981b_9417","71007f8b45df3e0a6853be2ecfd5b6f2_10925"
