"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","M16808_2","NCTC11902_2","NCTC12977_2","NCTC13276_2","NCTC7465_2","NCTC7466_2","OXC141_2","R6_2","SNP994038_2","SNP994039_2"
"WP_000199274.1","","endopeptidase PepO","10","10","1","1","1159","","","","1892","1892","1892","4e0ebb2f352ce5f77c4dc810bc08f662_4251","5304d155c86e7e0505652cd3398fab91_3076","c9f86137e46aba7d7655704f281d0e42_2106","d85e8842589287b51ccafc8c2ab682fd_2954","72423b0a20e1eaaa23e55b78118edd99_2404","0983e9ef5d2d51f2c7fe65caad871066_2968","071df2bd90ec8224320f416a082a7ee2_3054","f80477e6bb8d2c709ffd872956318dda_3143","29d2a391aac6e81216e86f42a012931d_3503","4903566b198540aa48641e5fce1361b3_3503"
"WP_000288029.1","","ABC transporter ATP-binding protein","10","10","1","1","2446","","","","1616","1616","1616","4e0ebb2f352ce5f77c4dc810bc08f662_1562","5304d155c86e7e0505652cd3398fab91_360","c9f86137e46aba7d7655704f281d0e42_3781","d85e8842589287b51ccafc8c2ab682fd_302","72423b0a20e1eaaa23e55b78118edd99_677","0983e9ef5d2d51f2c7fe65caad871066_302","071df2bd90ec8224320f416a082a7ee2_394","f80477e6bb8d2c709ffd872956318dda_318","29d2a391aac6e81216e86f42a012931d_431","4903566b198540aa48641e5fce1361b3_431"
"WP_000665619.1","","lactonase family protein","10","10","1","1","1301","","","","1013","1013","1013","4e0ebb2f352ce5f77c4dc810bc08f662_3978","5304d155c86e7e0505652cd3398fab91_2821","c9f86137e46aba7d7655704f281d0e42_1835","d85e8842589287b51ccafc8c2ab682fd_2701","72423b0a20e1eaaa23e55b78118edd99_2651","0983e9ef5d2d51f2c7fe65caad871066_2715","071df2bd90ec8224320f416a082a7ee2_2791","f80477e6bb8d2c709ffd872956318dda_2871","29d2a391aac6e81216e86f42a012931d_3187","4903566b198540aa48641e5fce1361b3_3187"
"WP_000747993.1","","aspartate--ammonia ligase","10","10","1","1","702","","","","992","992","992","4e0ebb2f352ce5f77c4dc810bc08f662_545","5304d155c86e7e0505652cd3398fab91_3721","c9f86137e46aba7d7655704f281d0e42_2766","d85e8842589287b51ccafc8c2ab682fd_3603","72423b0a20e1eaaa23e55b78118edd99_1688","0983e9ef5d2d51f2c7fe65caad871066_3617","071df2bd90ec8224320f416a082a7ee2_3715","f80477e6bb8d2c709ffd872956318dda_3823","29d2a391aac6e81216e86f42a012931d_4285","4903566b198540aa48641e5fce1361b3_4285"
"WP_000048090.1","","UDP-N-acetylmuramate--L-alanine ligase","10","10","1","1","1272","","","","1334","1334","1334","4e0ebb2f352ce5f77c4dc810bc08f662_4010","5304d155c86e7e0505652cd3398fab91_2855","c9f86137e46aba7d7655704f281d0e42_1867","d85e8842589287b51ccafc8c2ab682fd_2731","72423b0a20e1eaaa23e55b78118edd99_2617","0983e9ef5d2d51f2c7fe65caad871066_2745","071df2bd90ec8224320f416a082a7ee2_2821","f80477e6bb8d2c709ffd872956318dda_2903","29d2a391aac6e81216e86f42a012931d_3222","4903566b198540aa48641e5fce1361b3_3222"
"WP_000136224.1","","ABC transporter ATP-binding protein","10","10","1","1","2699","","","","728","728","728","4e0ebb2f352ce5f77c4dc810bc08f662_1103","5304d155c86e7e0505652cd3398fab91_4272","c9f86137e46aba7d7655704f281d0e42_3322","d85e8842589287b51ccafc8c2ab682fd_4123","72423b0a20e1eaaa23e55b78118edd99_1172","0983e9ef5d2d51f2c7fe65caad871066_4137","071df2bd90ec8224320f416a082a7ee2_4231","f80477e6bb8d2c709ffd872956318dda_4367","29d2a391aac6e81216e86f42a012931d_4887","4903566b198540aa48641e5fce1361b3_4887"
"rseP","","RIP metalloprotease RseP","10","10","1","1","2134","","","","1259","1259","1259","4e0ebb2f352ce5f77c4dc810bc08f662_1771","5304d155c86e7e0505652cd3398fab91_573","c9f86137e46aba7d7655704f281d0e42_3992","d85e8842589287b51ccafc8c2ab682fd_513","72423b0a20e1eaaa23e55b78118edd99_460","0983e9ef5d2d51f2c7fe65caad871066_513","071df2bd90ec8224320f416a082a7ee2_611","f80477e6bb8d2c709ffd872956318dda_540","29d2a391aac6e81216e86f42a012931d_679","4903566b198540aa48641e5fce1361b3_679"
"WP_000036661.1","","DAK2 domain-containing protein","10","10","1","1","1716","","","","1667","1667","1667","4e0ebb2f352ce5f77c4dc810bc08f662_2091","5304d155c86e7e0505652cd3398fab91_879","c9f86137e46aba7d7655704f281d0e42_4314","d85e8842589287b51ccafc8c2ab682fd_817","72423b0a20e1eaaa23e55b78118edd99_132","0983e9ef5d2d51f2c7fe65caad871066_831","071df2bd90ec8224320f416a082a7ee2_913","f80477e6bb8d2c709ffd872956318dda_866","29d2a391aac6e81216e86f42a012931d_1014","4903566b198540aa48641e5fce1361b3_1014"
"WP_000592948.1","","unsaturated chondroitin disaccharide hydrolase","10","10","1","1","2033","","","","1190","1190","1190","4e0ebb2f352ce5f77c4dc810bc08f662_1869","5304d155c86e7e0505652cd3398fab91_659","c9f86137e46aba7d7655704f281d0e42_4092","d85e8842589287b51ccafc8c2ab682fd_613","72423b0a20e1eaaa23e55b78118edd99_360","0983e9ef5d2d51f2c7fe65caad871066_613","071df2bd90ec8224320f416a082a7ee2_709","f80477e6bb8d2c709ffd872956318dda_649","29d2a391aac6e81216e86f42a012931d_790","4903566b198540aa48641e5fce1361b3_790"
"speE","","polyamine aminopropyltransferase","10","10","1","1","1435","","","","860","860","860","4e0ebb2f352ce5f77c4dc810bc08f662_2930","5304d155c86e7e0505652cd3398fab91_1724","c9f86137e46aba7d7655704f281d0e42_765","d85e8842589287b51ccafc8c2ab682fd_1632","72423b0a20e1eaaa23e55b78118edd99_3703","0983e9ef5d2d51f2c7fe65caad871066_1646","071df2bd90ec8224320f416a082a7ee2_1734","f80477e6bb8d2c709ffd872956318dda_1757","29d2a391aac6e81216e86f42a012931d_2008","4903566b198540aa48641e5fce1361b3_2008"
"WP_000022879.1","","ABC transporter permease","10","10","1","1","1362","","","","956","956","956","4e0ebb2f352ce5f77c4dc810bc08f662_2786","5304d155c86e7e0505652cd3398fab91_1582","c9f86137e46aba7d7655704f281d0e42_621","d85e8842589287b51ccafc8c2ab682fd_1496","72423b0a20e1eaaa23e55b78118edd99_3835","0983e9ef5d2d51f2c7fe65caad871066_1510","071df2bd90ec8224320f416a082a7ee2_1586","f80477e6bb8d2c709ffd872956318dda_1604","29d2a391aac6e81216e86f42a012931d_1827","4903566b198540aa48641e5fce1361b3_1827"
"WP_001823744.1","","8-oxo-dGTP diphosphatase","10","10","1","1","2234","","","","455","455","455","4e0ebb2f352ce5f77c4dc810bc08f662_2593","5304d155c86e7e0505652cd3398fab91_1379","c9f86137e46aba7d7655704f281d0e42_428","d85e8842589287b51ccafc8c2ab682fd_1299","72423b0a20e1eaaa23e55b78118edd99_4030","0983e9ef5d2d51f2c7fe65caad871066_1313","071df2bd90ec8224320f416a082a7ee2_1395","f80477e6bb8d2c709ffd872956318dda_1397","29d2a391aac6e81216e86f42a012931d_1603","4903566b198540aa48641e5fce1361b3_1603"
"WP_000520642.1","","response regulator transcription factor","10","10","1","1","2518","","","","698","698","698","4e0ebb2f352ce5f77c4dc810bc08f662_1442","5304d155c86e7e0505652cd3398fab91_232","c9f86137e46aba7d7655704f281d0e42_3665","d85e8842589287b51ccafc8c2ab682fd_172","72423b0a20e1eaaa23e55b78118edd99_789","0983e9ef5d2d51f2c7fe65caad871066_172","071df2bd90ec8224320f416a082a7ee2_266","f80477e6bb8d2c709ffd872956318dda_181","29d2a391aac6e81216e86f42a012931d_304","4903566b198540aa48641e5fce1361b3_304"
"whiA","","DNA-binding protein WhiA","10","10","1","1","1228","","","","911","911","911","4e0ebb2f352ce5f77c4dc810bc08f662_4100","5304d155c86e7e0505652cd3398fab91_2941","c9f86137e46aba7d7655704f281d0e42_1957","d85e8842589287b51ccafc8c2ab682fd_2819","72423b0a20e1eaaa23e55b78118edd99_2531","0983e9ef5d2d51f2c7fe65caad871066_2833","071df2bd90ec8224320f416a082a7ee2_2903","f80477e6bb8d2c709ffd872956318dda_2994","29d2a391aac6e81216e86f42a012931d_3318","4903566b198540aa48641e5fce1361b3_3318"
"WP_000900020.1","","ADP-ribosylglycohydrolase family protein","10","10","1","1","395","","","","854","854","854","4e0ebb2f352ce5f77c4dc810bc08f662_3171","5304d155c86e7e0505652cd3398fab91_1994","c9f86137e46aba7d7655704f281d0e42_1008","d85e8842589287b51ccafc8c2ab682fd_1886","72423b0a20e1eaaa23e55b78118edd99_3458","0983e9ef5d2d51f2c7fe65caad871066_2045","071df2bd90ec8224320f416a082a7ee2_1988","f80477e6bb8d2c709ffd872956318dda_2013","29d2a391aac6e81216e86f42a012931d_2272","4903566b198540aa48641e5fce1361b3_2272"
"hslO","","Hsp33 family molecular chaperone HslO","10","10","1","1","2711","","","","872","872","872","4e0ebb2f352ce5f77c4dc810bc08f662_1083","5304d155c86e7e0505652cd3398fab91_4256","c9f86137e46aba7d7655704f281d0e42_3302","d85e8842589287b51ccafc8c2ab682fd_4107","72423b0a20e1eaaa23e55b78118edd99_1188","0983e9ef5d2d51f2c7fe65caad871066_4121","071df2bd90ec8224320f416a082a7ee2_4215","f80477e6bb8d2c709ffd872956318dda_4349","29d2a391aac6e81216e86f42a012931d_4863","4903566b198540aa48641e5fce1361b3_4863"
"WP_000418402.1","","DNA-directed RNA polymerase subunit delta","10","10","1","1","1518","","","","587","587","587","4e0ebb2f352ce5f77c4dc810bc08f662_2164","5304d155c86e7e0505652cd3398fab91_942","c9f86137e46aba7d7655704f281d0e42_4385","d85e8842589287b51ccafc8c2ab682fd_892","72423b0a20e1eaaa23e55b78118edd99_57","0983e9ef5d2d51f2c7fe65caad871066_906","071df2bd90ec8224320f416a082a7ee2_976","f80477e6bb8d2c709ffd872956318dda_946","29d2a391aac6e81216e86f42a012931d_1096","4903566b198540aa48641e5fce1361b3_1096"
"WP_000972925.1","","Cof-type HAD-IIB family hydrolase","10","10","1","1","1863","","","","827","827","827","4e0ebb2f352ce5f77c4dc810bc08f662_3888","5304d155c86e7e0505652cd3398fab91_2726","c9f86137e46aba7d7655704f281d0e42_1743","d85e8842589287b51ccafc8c2ab682fd_2609","72423b0a20e1eaaa23e55b78118edd99_2743","0983e9ef5d2d51f2c7fe65caad871066_2623","071df2bd90ec8224320f416a082a7ee2_2703","f80477e6bb8d2c709ffd872956318dda_2771","29d2a391aac6e81216e86f42a012931d_3082","4903566b198540aa48641e5fce1361b3_3082"
"WP_001095514.1","","methyltransferase domain-containing protein","10","10","1","1","1110","","","","848","848","848","4e0ebb2f352ce5f77c4dc810bc08f662_915","5304d155c86e7e0505652cd3398fab91_4065","c9f86137e46aba7d7655704f281d0e42_3134","d85e8842589287b51ccafc8c2ab682fd_3945","72423b0a20e1eaaa23e55b78118edd99_1342","0983e9ef5d2d51f2c7fe65caad871066_3959","071df2bd90ec8224320f416a082a7ee2_4057","f80477e6bb8d2c709ffd872956318dda_4176","29d2a391aac6e81216e86f42a012931d_4655","4903566b198540aa48641e5fce1361b3_4655"
"WP_000936187.1","","GntR family transcriptional regulator","10","10","1","1","1868","","","","698","698","698","4e0ebb2f352ce5f77c4dc810bc08f662_3878","5304d155c86e7e0505652cd3398fab91_2716","c9f86137e46aba7d7655704f281d0e42_1733","d85e8842589287b51ccafc8c2ab682fd_2599","72423b0a20e1eaaa23e55b78118edd99_2753","0983e9ef5d2d51f2c7fe65caad871066_2613","071df2bd90ec8224320f416a082a7ee2_2693","f80477e6bb8d2c709ffd872956318dda_2761","29d2a391aac6e81216e86f42a012931d_3072","4903566b198540aa48641e5fce1361b3_3072"
"WP_001227083.1","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","10","10","1","1","324","","","","1259","1259","1259","4e0ebb2f352ce5f77c4dc810bc08f662_3256","5304d155c86e7e0505652cd3398fab91_2067","c9f86137e46aba7d7655704f281d0e42_1097","d85e8842589287b51ccafc8c2ab682fd_1973","72423b0a20e1eaaa23e55b78118edd99_3383","0983e9ef5d2d51f2c7fe65caad871066_1958","071df2bd90ec8224320f416a082a7ee2_2095","f80477e6bb8d2c709ffd872956318dda_2102","29d2a391aac6e81216e86f42a012931d_2386","4903566b198540aa48641e5fce1361b3_2386"
"WP_000255160.1","","dihydroorotate oxidase","10","10","1","1","2211","","","","935","935","935","4e0ebb2f352ce5f77c4dc810bc08f662_2636","5304d155c86e7e0505652cd3398fab91_1424","c9f86137e46aba7d7655704f281d0e42_471","d85e8842589287b51ccafc8c2ab682fd_1342","72423b0a20e1eaaa23e55b78118edd99_3987","0983e9ef5d2d51f2c7fe65caad871066_1356","071df2bd90ec8224320f416a082a7ee2_1438","f80477e6bb8d2c709ffd872956318dda_1442","29d2a391aac6e81216e86f42a012931d_1651","4903566b198540aa48641e5fce1361b3_1651"
"WP_000240129.1","","phosphoglycerate mutase","10","10","1","1","1151","","","","692","692","692","4e0ebb2f352ce5f77c4dc810bc08f662_4269","5304d155c86e7e0505652cd3398fab91_3092","c9f86137e46aba7d7655704f281d0e42_2124","d85e8842589287b51ccafc8c2ab682fd_2970","72423b0a20e1eaaa23e55b78118edd99_2388","0983e9ef5d2d51f2c7fe65caad871066_2984","071df2bd90ec8224320f416a082a7ee2_3070","f80477e6bb8d2c709ffd872956318dda_3160","29d2a391aac6e81216e86f42a012931d_3524","4903566b198540aa48641e5fce1361b3_3524"
"WP_000744557.1","","ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein","10","10","1","1","2644","","","","1958","1958","1958","4e0ebb2f352ce5f77c4dc810bc08f662_1217","5304d155c86e7e0505652cd3398fab91_77","c9f86137e46aba7d7655704f281d0e42_3438","d85e8842589287b51ccafc8c2ab682fd_25","72423b0a20e1eaaa23e55b78118edd99_1050","0983e9ef5d2d51f2c7fe65caad871066_25","071df2bd90ec8224320f416a082a7ee2_25","f80477e6bb8d2c709ffd872956318dda_25","29d2a391aac6e81216e86f42a012931d_25","4903566b198540aa48641e5fce1361b3_25"
"WP_000473958.1","","MATE family efflux transporter","10","10","1","1","1062","","","","1280","1280","1280","4e0ebb2f352ce5f77c4dc810bc08f662_771","5304d155c86e7e0505652cd3398fab91_3945","c9f86137e46aba7d7655704f281d0e42_2990","d85e8842589287b51ccafc8c2ab682fd_3825","72423b0a20e1eaaa23e55b78118edd99_1466","0983e9ef5d2d51f2c7fe65caad871066_3839","071df2bd90ec8224320f416a082a7ee2_3937","f80477e6bb8d2c709ffd872956318dda_4056","29d2a391aac6e81216e86f42a012931d_4535","4903566b198540aa48641e5fce1361b3_4535"
"WP_000079154.1","","universal stress protein","10","10","1","1","728","","","","452","452","452","4e0ebb2f352ce5f77c4dc810bc08f662_595","5304d155c86e7e0505652cd3398fab91_3771","c9f86137e46aba7d7655704f281d0e42_2816","d85e8842589287b51ccafc8c2ab682fd_3651","72423b0a20e1eaaa23e55b78118edd99_1640","0983e9ef5d2d51f2c7fe65caad871066_3665","071df2bd90ec8224320f416a082a7ee2_3765","f80477e6bb8d2c709ffd872956318dda_3873","29d2a391aac6e81216e86f42a012931d_4340","4903566b198540aa48641e5fce1361b3_4340"
"WP_001245361.1","","ABC transporter permease","10","10","1","1","872","","","","1199","1199","1199","4e0ebb2f352ce5f77c4dc810bc08f662_25","5304d155c86e7e0505652cd3398fab91_3212","c9f86137e46aba7d7655704f281d0e42_2244","d85e8842589287b51ccafc8c2ab682fd_3090","72423b0a20e1eaaa23e55b78118edd99_2274","0983e9ef5d2d51f2c7fe65caad871066_3104","071df2bd90ec8224320f416a082a7ee2_3186","f80477e6bb8d2c709ffd872956318dda_3284","29d2a391aac6e81216e86f42a012931d_3667","4903566b198540aa48641e5fce1361b3_3667"
"WP_000378153.1","","diacylglycerol kinase","10","10","1","1","468","","","","395","395","395","4e0ebb2f352ce5f77c4dc810bc08f662_3025","5304d155c86e7e0505652cd3398fab91_1834","c9f86137e46aba7d7655704f281d0e42_860","d85e8842589287b51ccafc8c2ab682fd_1736","72423b0a20e1eaaa23e55b78118edd99_3606","0983e9ef5d2d51f2c7fe65caad871066_1750","071df2bd90ec8224320f416a082a7ee2_1838","f80477e6bb8d2c709ffd872956318dda_1861","29d2a391aac6e81216e86f42a012931d_2115","4903566b198540aa48641e5fce1361b3_2115"
"pknB","","Stk1 family PASTA domain-containing Ser/Thr kinase","10","10","1","1","887","","","","1979","1979","1979","4e0ebb2f352ce5f77c4dc810bc08f662_55","5304d155c86e7e0505652cd3398fab91_3242","c9f86137e46aba7d7655704f281d0e42_2274","d85e8842589287b51ccafc8c2ab682fd_3120","72423b0a20e1eaaa23e55b78118edd99_2244","0983e9ef5d2d51f2c7fe65caad871066_3134","071df2bd90ec8224320f416a082a7ee2_3218","f80477e6bb8d2c709ffd872956318dda_3316","29d2a391aac6e81216e86f42a012931d_3705","4903566b198540aa48641e5fce1361b3_3705"
"WP_000769768.1","","HAMP domain-containing histidine kinase","10","10","1","1","2517","","","","1052","1052","1052","4e0ebb2f352ce5f77c4dc810bc08f662_1444","5304d155c86e7e0505652cd3398fab91_234","c9f86137e46aba7d7655704f281d0e42_3667","d85e8842589287b51ccafc8c2ab682fd_174","72423b0a20e1eaaa23e55b78118edd99_787","0983e9ef5d2d51f2c7fe65caad871066_174","071df2bd90ec8224320f416a082a7ee2_268","f80477e6bb8d2c709ffd872956318dda_183","29d2a391aac6e81216e86f42a012931d_306","4903566b198540aa48641e5fce1361b3_306"
"WP_000075798.1","","divalent metal cation transporter","10","10","1","1","2422","","","","1262","1262","1262","4e0ebb2f352ce5f77c4dc810bc08f662_1606","5304d155c86e7e0505652cd3398fab91_402","c9f86137e46aba7d7655704f281d0e42_3825","d85e8842589287b51ccafc8c2ab682fd_344","72423b0a20e1eaaa23e55b78118edd99_629","0983e9ef5d2d51f2c7fe65caad871066_344","071df2bd90ec8224320f416a082a7ee2_440","f80477e6bb8d2c709ffd872956318dda_363","29d2a391aac6e81216e86f42a012931d_488","4903566b198540aa48641e5fce1361b3_488"
"WP_000065636.1","","ribonuclease J","10","10","1","1","1642","","","","1661","1661","1661","4e0ebb2f352ce5f77c4dc810bc08f662_2350","5304d155c86e7e0505652cd3398fab91_1158","c9f86137e46aba7d7655704f281d0e42_183","d85e8842589287b51ccafc8c2ab682fd_1076","72423b0a20e1eaaa23e55b78118edd99_4254","0983e9ef5d2d51f2c7fe65caad871066_1090","071df2bd90ec8224320f416a082a7ee2_1174","f80477e6bb8d2c709ffd872956318dda_1154","29d2a391aac6e81216e86f42a012931d_1326","4903566b198540aa48641e5fce1361b3_1326"
"WP_000903562.1","","SIS domain-containing protein","10","10","1","1","2533","","","","1166","1166","1166","4e0ebb2f352ce5f77c4dc810bc08f662_1414","5304d155c86e7e0505652cd3398fab91_200","c9f86137e46aba7d7655704f281d0e42_3637","d85e8842589287b51ccafc8c2ab682fd_142","72423b0a20e1eaaa23e55b78118edd99_821","0983e9ef5d2d51f2c7fe65caad871066_142","071df2bd90ec8224320f416a082a7ee2_238","f80477e6bb8d2c709ffd872956318dda_148","29d2a391aac6e81216e86f42a012931d_261","4903566b198540aa48641e5fce1361b3_261"
"WP_001020322.1","","amino acid permease","10","10","1","1","437","","","","1391","1391","1391","4e0ebb2f352ce5f77c4dc810bc08f662_3089","5304d155c86e7e0505652cd3398fab91_1898","c9f86137e46aba7d7655704f281d0e42_924","d85e8842589287b51ccafc8c2ab682fd_1800","72423b0a20e1eaaa23e55b78118edd99_3542","0983e9ef5d2d51f2c7fe65caad871066_1814","071df2bd90ec8224320f416a082a7ee2_1902","f80477e6bb8d2c709ffd872956318dda_1927","29d2a391aac6e81216e86f42a012931d_2185","4903566b198540aa48641e5fce1361b3_2185"
"WP_000500194.1","","1-acyl-sn-glycerol-3-phosphate acyltransferase","10","10","1","1","1182","","","","749","749","749","4e0ebb2f352ce5f77c4dc810bc08f662_4209","5304d155c86e7e0505652cd3398fab91_3032","c9f86137e46aba7d7655704f281d0e42_2064","d85e8842589287b51ccafc8c2ab682fd_2906","72423b0a20e1eaaa23e55b78118edd99_2444","0983e9ef5d2d51f2c7fe65caad871066_2920","071df2bd90ec8224320f416a082a7ee2_3012","f80477e6bb8d2c709ffd872956318dda_3092","29d2a391aac6e81216e86f42a012931d_3451","4903566b198540aa48641e5fce1361b3_3451"
"WP_000351904.1","","segregation/condensation protein A","10","10","1","1","988","","","","728","728","728","4e0ebb2f352ce5f77c4dc810bc08f662_316","5304d155c86e7e0505652cd3398fab91_3484","c9f86137e46aba7d7655704f281d0e42_2535","d85e8842589287b51ccafc8c2ab682fd_3358","72423b0a20e1eaaa23e55b78118edd99_1929","0983e9ef5d2d51f2c7fe65caad871066_3372","071df2bd90ec8224320f416a082a7ee2_3482","f80477e6bb8d2c709ffd872956318dda_3568","29d2a391aac6e81216e86f42a012931d_4014","4903566b198540aa48641e5fce1361b3_4014"
"smpB","","SsrA-binding protein SmpB","10","10","1","1","460","","","","467","467","467","4e0ebb2f352ce5f77c4dc810bc08f662_3041","5304d155c86e7e0505652cd3398fab91_1850","c9f86137e46aba7d7655704f281d0e42_876","d85e8842589287b51ccafc8c2ab682fd_1752","72423b0a20e1eaaa23e55b78118edd99_3590","0983e9ef5d2d51f2c7fe65caad871066_1766","071df2bd90ec8224320f416a082a7ee2_1854","f80477e6bb8d2c709ffd872956318dda_1877","29d2a391aac6e81216e86f42a012931d_2131","4903566b198540aa48641e5fce1361b3_2131"
"WP_000958770.1","","ATP-binding cassette domain-containing protein","10","10","1","1","2668","","","","1622","1622","1622","4e0ebb2f352ce5f77c4dc810bc08f662_1164","5304d155c86e7e0505652cd3398fab91_4339","c9f86137e46aba7d7655704f281d0e42_3383","d85e8842589287b51ccafc8c2ab682fd_4190","72423b0a20e1eaaa23e55b78118edd99_1105","0983e9ef5d2d51f2c7fe65caad871066_4204","071df2bd90ec8224320f416a082a7ee2_4298","f80477e6bb8d2c709ffd872956318dda_4435","29d2a391aac6e81216e86f42a012931d_4955","4903566b198540aa48641e5fce1361b3_4955"
"WP_001809263.1","","carbonic anhydrase","10","10","1","1","2574","","","","497","497","497","4e0ebb2f352ce5f77c4dc810bc08f662_1338","5304d155c86e7e0505652cd3398fab91_118","c9f86137e46aba7d7655704f281d0e42_3561","d85e8842589287b51ccafc8c2ab682fd_66","72423b0a20e1eaaa23e55b78118edd99_899","0983e9ef5d2d51f2c7fe65caad871066_66","071df2bd90ec8224320f416a082a7ee2_160","f80477e6bb8d2c709ffd872956318dda_66","29d2a391aac6e81216e86f42a012931d_163","4903566b198540aa48641e5fce1361b3_163"
"WP_000759278.1","","redoxin family protein","10","10","1","1","2309","","","","566","566","566","4e0ebb2f352ce5f77c4dc810bc08f662_2434","5304d155c86e7e0505652cd3398fab91_1240","c9f86137e46aba7d7655704f281d0e42_269","d85e8842589287b51ccafc8c2ab682fd_1156","72423b0a20e1eaaa23e55b78118edd99_4161","0983e9ef5d2d51f2c7fe65caad871066_1170","071df2bd90ec8224320f416a082a7ee2_1260","f80477e6bb8d2c709ffd872956318dda_1246","29d2a391aac6e81216e86f42a012931d_1449","4903566b198540aa48641e5fce1361b3_1449"
"plsX","","phosphate acyltransferase PlsX","10","10","1","1","2559","","","","992","992","992","4e0ebb2f352ce5f77c4dc810bc08f662_1360","5304d155c86e7e0505652cd3398fab91_138","c9f86137e46aba7d7655704f281d0e42_3585","d85e8842589287b51ccafc8c2ab682fd_90","72423b0a20e1eaaa23e55b78118edd99_871","0983e9ef5d2d51f2c7fe65caad871066_90","071df2bd90ec8224320f416a082a7ee2_188","f80477e6bb8d2c709ffd872956318dda_92","29d2a391aac6e81216e86f42a012931d_203","4903566b198540aa48641e5fce1361b3_203"
"WP_000929853.1","","ABC transporter ATP-binding protein","10","10","1","1","1357","","","","1535","1535","1535","4e0ebb2f352ce5f77c4dc810bc08f662_2782","5304d155c86e7e0505652cd3398fab91_1578","c9f86137e46aba7d7655704f281d0e42_617","d85e8842589287b51ccafc8c2ab682fd_1492","72423b0a20e1eaaa23e55b78118edd99_3839","0983e9ef5d2d51f2c7fe65caad871066_1506","071df2bd90ec8224320f416a082a7ee2_1582","f80477e6bb8d2c709ffd872956318dda_1600","29d2a391aac6e81216e86f42a012931d_1823","4903566b198540aa48641e5fce1361b3_1823"
