"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NCTC10430","NCTC10444","NCTC10537","NCTC10973","NCTC11023","NCTC12655","NCTC9008","NCTC9022","NCTC9041","NCTC9054"
"ftsE","","cell division ATP-binding protein FtsE","10","10","1","1","1315","","","","668","668","668","de5d112513ebace038d16be8aa9e1273_1614","2000d99c1a4f4644d4dc8bc5f335fcca_639","8291d5e9ef160a270636991509e0e85c_558","b1b2c14e5b2eae9d99465ee4aa5d53b7_507","f95cc3601e9bedf7c0d3dbaf7722b312_567","81c24e080905d6ecc25e00770222c603_514","a963e031a0e9d0bd7ea9f5c201bde08a_510","cf4339b1a0ea8d217cfa00a17e46d961_544","6f47304ac79aadc337208f6d61504bf4_536","65f1bac1425e1f84709282b5f5eed1ce_572"
"cysI","","assimilatory sulfite reductase (NADPH) hemoprotein subunit","10","10","1","1","3307","","","","1712","1712","1712","de5d112513ebace038d16be8aa9e1273_3343","2000d99c1a4f4644d4dc8bc5f335fcca_2203","8291d5e9ef160a270636991509e0e85c_2042","b1b2c14e5b2eae9d99465ee4aa5d53b7_1975","f95cc3601e9bedf7c0d3dbaf7722b312_2073","81c24e080905d6ecc25e00770222c603_1934","a963e031a0e9d0bd7ea9f5c201bde08a_1980","cf4339b1a0ea8d217cfa00a17e46d961_2254","6f47304ac79aadc337208f6d61504bf4_1876","65f1bac1425e1f84709282b5f5eed1ce_2125"
"mgsA","","methylglyoxal synthase","10","10","1","1","6174","","","","458","458","458","de5d112513ebace038d16be8aa9e1273_7124","2000d99c1a4f4644d4dc8bc5f335fcca_6218","8291d5e9ef160a270636991509e0e85c_5440","b1b2c14e5b2eae9d99465ee4aa5d53b7_5565","f95cc3601e9bedf7c0d3dbaf7722b312_5740","81c24e080905d6ecc25e00770222c603_5678","a963e031a0e9d0bd7ea9f5c201bde08a_5654","cf4339b1a0ea8d217cfa00a17e46d961_6462","6f47304ac79aadc337208f6d61504bf4_5538","65f1bac1425e1f84709282b5f5eed1ce_3730"
"lrhA","","transcriptional regulator LrhA","10","10","1","1","2760","","","","938","938","938","de5d112513ebace038d16be8aa9e1273_4180","2000d99c1a4f4644d4dc8bc5f335fcca_3133","8291d5e9ef160a270636991509e0e85c_2891","b1b2c14e5b2eae9d99465ee4aa5d53b7_2856","f95cc3601e9bedf7c0d3dbaf7722b312_3074","81c24e080905d6ecc25e00770222c603_2897","a963e031a0e9d0bd7ea9f5c201bde08a_2946","cf4339b1a0ea8d217cfa00a17e46d961_3294","6f47304ac79aadc337208f6d61504bf4_2813","65f1bac1425e1f84709282b5f5eed1ce_3144"
"arcB","","aerobic respiration two-component sensor histidine kinase ArcB","10","10","1","1","1580","","","","2336","2336","2336","de5d112513ebace038d16be8aa9e1273_2135","2000d99c1a4f4644d4dc8bc5f335fcca_1100","8291d5e9ef160a270636991509e0e85c_1061","b1b2c14e5b2eae9d99465ee4aa5d53b7_1010","f95cc3601e9bedf7c0d3dbaf7722b312_1070","81c24e080905d6ecc25e00770222c603_1031","a963e031a0e9d0bd7ea9f5c201bde08a_1013","cf4339b1a0ea8d217cfa00a17e46d961_1065","6f47304ac79aadc337208f6d61504bf4_1041","65f1bac1425e1f84709282b5f5eed1ce_1067"
"WP_001041010.1","","DNA-binding transcriptional regulator YhaJ","10","10","1","1","1684","","","","896","896","896","de5d112513ebace038d16be8aa9e1273_2334","2000d99c1a4f4644d4dc8bc5f335fcca_1313","8291d5e9ef160a270636991509e0e85c_1274","b1b2c14e5b2eae9d99465ee4aa5d53b7_1223","f95cc3601e9bedf7c0d3dbaf7722b312_1283","81c24e080905d6ecc25e00770222c603_1242","a963e031a0e9d0bd7ea9f5c201bde08a_1226","cf4339b1a0ea8d217cfa00a17e46d961_1264","6f47304ac79aadc337208f6d61504bf4_1254","65f1bac1425e1f84709282b5f5eed1ce_1286"
"WP_001338420.1","","NAD(P)-dependent oxidoreductase","10","10","1","1","6348","","","","1013","1013","1013","de5d112513ebace038d16be8aa9e1273_7560","2000d99c1a4f4644d4dc8bc5f335fcca_6583","8291d5e9ef160a270636991509e0e85c_5634","b1b2c14e5b2eae9d99465ee4aa5d53b7_5844","f95cc3601e9bedf7c0d3dbaf7722b312_5932","81c24e080905d6ecc25e00770222c603_5869","a963e031a0e9d0bd7ea9f5c201bde08a_5934","cf4339b1a0ea8d217cfa00a17e46d961_6633","6f47304ac79aadc337208f6d61504bf4_5763","65f1bac1425e1f84709282b5f5eed1ce_6379"
"robA","","MDR efflux pump AcrAB transcriptional activator RobA","10","10","1","1","7922","","","","869","869","869","de5d112513ebace038d16be8aa9e1273_9387","2000d99c1a4f4644d4dc8bc5f335fcca_8488","8291d5e9ef160a270636991509e0e85c_7489","b1b2c14e5b2eae9d99465ee4aa5d53b7_7584","f95cc3601e9bedf7c0d3dbaf7722b312_7803","81c24e080905d6ecc25e00770222c603_7928","a963e031a0e9d0bd7ea9f5c201bde08a_7888","cf4339b1a0ea8d217cfa00a17e46d961_8431","6f47304ac79aadc337208f6d61504bf4_7678","65f1bac1425e1f84709282b5f5eed1ce_8336"
"rlmB","","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","10","10","1","1","4089","","","","731","731","731","de5d112513ebace038d16be8aa9e1273_9904","2000d99c1a4f4644d4dc8bc5f335fcca_9045","8291d5e9ef160a270636991509e0e85c_7958","b1b2c14e5b2eae9d99465ee4aa5d53b7_8024","f95cc3601e9bedf7c0d3dbaf7722b312_8192","81c24e080905d6ecc25e00770222c603_8375","a963e031a0e9d0bd7ea9f5c201bde08a_8316","cf4339b1a0ea8d217cfa00a17e46d961_8827","6f47304ac79aadc337208f6d61504bf4_8154","65f1bac1425e1f84709282b5f5eed1ce_8900"
"coaBC","","bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","10","10","1","1","1040","","","","1220","1223","1220","de5d112513ebace038d16be8aa9e1273_1239","2000d99c1a4f4644d4dc8bc5f335fcca_214","8291d5e9ef160a270636991509e0e85c_177","b1b2c14e5b2eae9d99465ee4aa5d53b7_135","f95cc3601e9bedf7c0d3dbaf7722b312_150","81c24e080905d6ecc25e00770222c603_137","a963e031a0e9d0bd7ea9f5c201bde08a_135","cf4339b1a0ea8d217cfa00a17e46d961_181","6f47304ac79aadc337208f6d61504bf4_171","65f1bac1425e1f84709282b5f5eed1ce_162"
"WP_001273527.1","","aldehyde ferredoxin oxidoreductase","10","10","1","1","712","","","","2102","2102","2102","de5d112513ebace038d16be8aa9e1273_5607","2000d99c1a4f4644d4dc8bc5f335fcca_4567","8291d5e9ef160a270636991509e0e85c_4027","b1b2c14e5b2eae9d99465ee4aa5d53b7_4191","f95cc3601e9bedf7c0d3dbaf7722b312_4289","81c24e080905d6ecc25e00770222c603_4163","a963e031a0e9d0bd7ea9f5c201bde08a_4350","cf4339b1a0ea8d217cfa00a17e46d961_4753","6f47304ac79aadc337208f6d61504bf4_4112","65f1bac1425e1f84709282b5f5eed1ce_5355"
"rbsA","","ribose ABC transporter ATP-binding protein RbsA","10","10","1","1","3612","","","","1505","1505","1505","de5d112513ebace038d16be8aa9e1273_960","2000d99c1a4f4644d4dc8bc5f335fcca_10000","8291d5e9ef160a270636991509e0e85c_8895","b1b2c14e5b2eae9d99465ee4aa5d53b7_8924","f95cc3601e9bedf7c0d3dbaf7722b312_9089","81c24e080905d6ecc25e00770222c603_9276","a963e031a0e9d0bd7ea9f5c201bde08a_9227","cf4339b1a0ea8d217cfa00a17e46d961_9940","6f47304ac79aadc337208f6d61504bf4_9055","65f1bac1425e1f84709282b5f5eed1ce_9831"
"pstA","","phosphate ABC transporter permease PstA","10","10","1","1","3585","","","","890","890","890","de5d112513ebace038d16be8aa9e1273_1008","2000d99c1a4f4644d4dc8bc5f335fcca_10048","8291d5e9ef160a270636991509e0e85c_8946","b1b2c14e5b2eae9d99465ee4aa5d53b7_8970","f95cc3601e9bedf7c0d3dbaf7722b312_9135","81c24e080905d6ecc25e00770222c603_9322","a963e031a0e9d0bd7ea9f5c201bde08a_9273","cf4339b1a0ea8d217cfa00a17e46d961_9986","6f47304ac79aadc337208f6d61504bf4_9101","65f1bac1425e1f84709282b5f5eed1ce_9889"
"kgtP","","alpha-ketoglutarate permease","10","10","1","1","3200","","","","1298","1298","1298","de5d112513ebace038d16be8aa9e1273_3639","2000d99c1a4f4644d4dc8bc5f335fcca_2507","8291d5e9ef160a270636991509e0e85c_2328","b1b2c14e5b2eae9d99465ee4aa5d53b7_2286","f95cc3601e9bedf7c0d3dbaf7722b312_2443","81c24e080905d6ecc25e00770222c603_2289","a963e031a0e9d0bd7ea9f5c201bde08a_2278","cf4339b1a0ea8d217cfa00a17e46d961_2649","6f47304ac79aadc337208f6d61504bf4_2241","65f1bac1425e1f84709282b5f5eed1ce_2452"
"rimM","","ribosome maturation factor RimM","10","10","1","1","3217","","","","548","548","548","de5d112513ebace038d16be8aa9e1273_3595","2000d99c1a4f4644d4dc8bc5f335fcca_2458","8291d5e9ef160a270636991509e0e85c_2283","b1b2c14e5b2eae9d99465ee4aa5d53b7_2241","f95cc3601e9bedf7c0d3dbaf7722b312_2398","81c24e080905d6ecc25e00770222c603_2244","a963e031a0e9d0bd7ea9f5c201bde08a_2233","cf4339b1a0ea8d217cfa00a17e46d961_2604","6f47304ac79aadc337208f6d61504bf4_2196","65f1bac1425e1f84709282b5f5eed1ce_2408"
"yjeH","","L-methionine/branched-chain amino acid transporter","10","10","1","1","4052","","","","1256","1256","1256","de5d112513ebace038d16be8aa9e1273_9987","2000d99c1a4f4644d4dc8bc5f335fcca_9128","8291d5e9ef160a270636991509e0e85c_8041","b1b2c14e5b2eae9d99465ee4aa5d53b7_8111","f95cc3601e9bedf7c0d3dbaf7722b312_8279","81c24e080905d6ecc25e00770222c603_8462","a963e031a0e9d0bd7ea9f5c201bde08a_8403","cf4339b1a0ea8d217cfa00a17e46d961_8910","6f47304ac79aadc337208f6d61504bf4_8241","65f1bac1425e1f84709282b5f5eed1ce_8985"
"clcA","","H(+)/Cl(-) exchange transporter ClcA","10","10","1","1","7743","","","","1421","1421","1421","de5d112513ebace038d16be8aa9e1273_9048","2000d99c1a4f4644d4dc8bc5f335fcca_8151","8291d5e9ef160a270636991509e0e85c_7167","b1b2c14e5b2eae9d99465ee4aa5d53b7_7257","f95cc3601e9bedf7c0d3dbaf7722b312_7486","81c24e080905d6ecc25e00770222c603_7606","a963e031a0e9d0bd7ea9f5c201bde08a_7570","cf4339b1a0ea8d217cfa00a17e46d961_8091","6f47304ac79aadc337208f6d61504bf4_7352","65f1bac1425e1f84709282b5f5eed1ce_8015"
"recX","","recombination regulator RecX","10","10","1","1","3413","","","","500","500","500","de5d112513ebace038d16be8aa9e1273_3473","2000d99c1a4f4644d4dc8bc5f335fcca_2336","8291d5e9ef160a270636991509e0e85c_2163","b1b2c14e5b2eae9d99465ee4aa5d53b7_2096","f95cc3601e9bedf7c0d3dbaf7722b312_2194","81c24e080905d6ecc25e00770222c603_2069","a963e031a0e9d0bd7ea9f5c201bde08a_2119","cf4339b1a0ea8d217cfa00a17e46d961_2486","6f47304ac79aadc337208f6d61504bf4_2033","65f1bac1425e1f84709282b5f5eed1ce_2278"
"lolC","","lipoprotein-releasing ABC transporter permease subunit LolC","10","10","1","1","5696","","","","1199","1199","1199","de5d112513ebace038d16be8aa9e1273_6840","2000d99c1a4f4644d4dc8bc5f335fcca_5795","8291d5e9ef160a270636991509e0e85c_5140","b1b2c14e5b2eae9d99465ee4aa5d53b7_5253","f95cc3601e9bedf7c0d3dbaf7722b312_5428","81c24e080905d6ecc25e00770222c603_5365","a963e031a0e9d0bd7ea9f5c201bde08a_5383","cf4339b1a0ea8d217cfa00a17e46d961_5969","6f47304ac79aadc337208f6d61504bf4_5231","65f1bac1425e1f84709282b5f5eed1ce_4047"
"dgoD","","galactonate dehydratase","10","10","1","1","970","","","","1148","1148","1148","de5d112513ebace038d16be8aa9e1273_1078","2000d99c1a4f4644d4dc8bc5f335fcca_23","8291d5e9ef160a270636991509e0e85c_23","b1b2c14e5b2eae9d99465ee4aa5d53b7_23","f95cc3601e9bedf7c0d3dbaf7722b312_23","81c24e080905d6ecc25e00770222c603_23","a963e031a0e9d0bd7ea9f5c201bde08a_23","cf4339b1a0ea8d217cfa00a17e46d961_23","6f47304ac79aadc337208f6d61504bf4_23","65f1bac1425e1f84709282b5f5eed1ce_23"
"WP_001091569.1","","putative acyl-CoA thioester hydrolase","10","10","1","1","6574","","","","1283","1283","1283","de5d112513ebace038d16be8aa9e1273_7757","2000d99c1a4f4644d4dc8bc5f335fcca_6792","8291d5e9ef160a270636991509e0e85c_5941","b1b2c14e5b2eae9d99465ee4aa5d53b7_6039","f95cc3601e9bedf7c0d3dbaf7722b312_6153","81c24e080905d6ecc25e00770222c603_6064","a963e031a0e9d0bd7ea9f5c201bde08a_6365","cf4339b1a0ea8d217cfa00a17e46d961_6828","6f47304ac79aadc337208f6d61504bf4_6072","65f1bac1425e1f84709282b5f5eed1ce_6680"
"WP_000929443.1","","DNA-binding transcriptional regulator CdaR","10","10","1","1","7735","","","","1157","1157","1157","de5d112513ebace038d16be8aa9e1273_9032","2000d99c1a4f4644d4dc8bc5f335fcca_8135","8291d5e9ef160a270636991509e0e85c_7151","b1b2c14e5b2eae9d99465ee4aa5d53b7_7241","f95cc3601e9bedf7c0d3dbaf7722b312_7470","81c24e080905d6ecc25e00770222c603_7590","a963e031a0e9d0bd7ea9f5c201bde08a_7554","cf4339b1a0ea8d217cfa00a17e46d961_8075","6f47304ac79aadc337208f6d61504bf4_7336","65f1bac1425e1f84709282b5f5eed1ce_7999"
"fepD","","Fe(3+)-siderophore ABC transporter permease","10","10","1","1","5928","","","","1004","1004","1004","de5d112513ebace038d16be8aa9e1273_8120","2000d99c1a4f4644d4dc8bc5f335fcca_7164","8291d5e9ef160a270636991509e0e85c_6322","b1b2c14e5b2eae9d99465ee4aa5d53b7_6416","f95cc3601e9bedf7c0d3dbaf7722b312_6527","81c24e080905d6ecc25e00770222c603_6442","a963e031a0e9d0bd7ea9f5c201bde08a_6729","cf4339b1a0ea8d217cfa00a17e46d961_7174","6f47304ac79aadc337208f6d61504bf4_6449","65f1bac1425e1f84709282b5f5eed1ce_7055"
"secG","","preprotein translocase subunit SecG","10","10","1","1","1615","","","","332","332","332","de5d112513ebace038d16be8aa9e1273_2205","2000d99c1a4f4644d4dc8bc5f335fcca_1170","8291d5e9ef160a270636991509e0e85c_1131","b1b2c14e5b2eae9d99465ee4aa5d53b7_1080","f95cc3601e9bedf7c0d3dbaf7722b312_1140","81c24e080905d6ecc25e00770222c603_1103","a963e031a0e9d0bd7ea9f5c201bde08a_1083","cf4339b1a0ea8d217cfa00a17e46d961_1135","6f47304ac79aadc337208f6d61504bf4_1111","65f1bac1425e1f84709282b5f5eed1ce_1137"
"hmpA","","NO-inducible flavohemoprotein","10","10","1","1","3134","","","","1190","1190","1190","de5d112513ebace038d16be8aa9e1273_3713","2000d99c1a4f4644d4dc8bc5f335fcca_2581","8291d5e9ef160a270636991509e0e85c_2404","b1b2c14e5b2eae9d99465ee4aa5d53b7_2360","f95cc3601e9bedf7c0d3dbaf7722b312_2517","81c24e080905d6ecc25e00770222c603_2363","a963e031a0e9d0bd7ea9f5c201bde08a_2352","cf4339b1a0ea8d217cfa00a17e46d961_2833","6f47304ac79aadc337208f6d61504bf4_2315","65f1bac1425e1f84709282b5f5eed1ce_2528"
"ytfE","","iron-sulfur cluster repair protein YtfE","10","10","1","1","4181","","","","662","662","662","de5d112513ebace038d16be8aa9e1273_9828","2000d99c1a4f4644d4dc8bc5f335fcca_8981","8291d5e9ef160a270636991509e0e85c_7890","b1b2c14e5b2eae9d99465ee4aa5d53b7_7952","f95cc3601e9bedf7c0d3dbaf7722b312_8124","81c24e080905d6ecc25e00770222c603_8317","a963e031a0e9d0bd7ea9f5c201bde08a_8244","cf4339b1a0ea8d217cfa00a17e46d961_8753","6f47304ac79aadc337208f6d61504bf4_8082","65f1bac1425e1f84709282b5f5eed1ce_8828"
"yjiA","","GTPase","10","10","1","1","7994","","","","956","956","956","de5d112513ebace038d16be8aa9e1273_9494","2000d99c1a4f4644d4dc8bc5f335fcca_8585","8291d5e9ef160a270636991509e0e85c_7606","b1b2c14e5b2eae9d99465ee4aa5d53b7_7681","f95cc3601e9bedf7c0d3dbaf7722b312_7898","81c24e080905d6ecc25e00770222c603_8025","a963e031a0e9d0bd7ea9f5c201bde08a_7985","cf4339b1a0ea8d217cfa00a17e46d961_8536","6f47304ac79aadc337208f6d61504bf4_7773","65f1bac1425e1f84709282b5f5eed1ce_8451"
"WP_001132469.1","","multidrug efflux RND transporter permease subunit","10","10","1","1","5578","","","","3149","3149","3149","de5d112513ebace038d16be8aa9e1273_8313","2000d99c1a4f4644d4dc8bc5f335fcca_7513","8291d5e9ef160a270636991509e0e85c_6616","b1b2c14e5b2eae9d99465ee4aa5d53b7_6618","f95cc3601e9bedf7c0d3dbaf7722b312_6759","81c24e080905d6ecc25e00770222c603_6714","a963e031a0e9d0bd7ea9f5c201bde08a_6935","cf4339b1a0ea8d217cfa00a17e46d961_7366","6f47304ac79aadc337208f6d61504bf4_6651","65f1bac1425e1f84709282b5f5eed1ce_7390"
"mtr","","tryptophan permease","10","10","1","1","1629","","","","1244","1244","1244","de5d112513ebace038d16be8aa9e1273_2237","2000d99c1a4f4644d4dc8bc5f335fcca_1202","8291d5e9ef160a270636991509e0e85c_1163","b1b2c14e5b2eae9d99465ee4aa5d53b7_1112","f95cc3601e9bedf7c0d3dbaf7722b312_1172","81c24e080905d6ecc25e00770222c603_1135","a963e031a0e9d0bd7ea9f5c201bde08a_1115","cf4339b1a0ea8d217cfa00a17e46d961_1167","6f47304ac79aadc337208f6d61504bf4_1143","65f1bac1425e1f84709282b5f5eed1ce_1173"
"guaD","","guanine deaminase","10","10","1","1","324","","","","1316","1316","1316","de5d112513ebace038d16be8aa9e1273_3083","2000d99c1a4f4644d4dc8bc5f335fcca_1924","8291d5e9ef160a270636991509e0e85c_1813","b1b2c14e5b2eae9d99465ee4aa5d53b7_1708","f95cc3601e9bedf7c0d3dbaf7722b312_1764","81c24e080905d6ecc25e00770222c603_1692","a963e031a0e9d0bd7ea9f5c201bde08a_1711","cf4339b1a0ea8d217cfa00a17e46d961_1998","6f47304ac79aadc337208f6d61504bf4_1633","65f1bac1425e1f84709282b5f5eed1ce_1803"
"cysZ","","sulfate transporter CysZ","10","10","1","1","2929","","","","761","761","761","de5d112513ebace038d16be8aa9e1273_3947","2000d99c1a4f4644d4dc8bc5f335fcca_2867","8291d5e9ef160a270636991509e0e85c_2670","b1b2c14e5b2eae9d99465ee4aa5d53b7_2626","f95cc3601e9bedf7c0d3dbaf7722b312_2816","81c24e080905d6ecc25e00770222c603_2629","a963e031a0e9d0bd7ea9f5c201bde08a_2725","cf4339b1a0ea8d217cfa00a17e46d961_3063","6f47304ac79aadc337208f6d61504bf4_2581","65f1bac1425e1f84709282b5f5eed1ce_2806"
"WP_001300666.1","","bifunctional pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase","10","10","1","1","6109","","","","818","818","818","de5d112513ebace038d16be8aa9e1273_7769","2000d99c1a4f4644d4dc8bc5f335fcca_6804","8291d5e9ef160a270636991509e0e85c_5953","b1b2c14e5b2eae9d99465ee4aa5d53b7_6051","f95cc3601e9bedf7c0d3dbaf7722b312_6165","81c24e080905d6ecc25e00770222c603_6076","a963e031a0e9d0bd7ea9f5c201bde08a_6377","cf4339b1a0ea8d217cfa00a17e46d961_6840","6f47304ac79aadc337208f6d61504bf4_6084","65f1bac1425e1f84709282b5f5eed1ce_6692"
"mrdB","","peptidoglycan glycosyltransferase MrdB","10","10","1","1","5971","","","","1112","1112","1112","de5d112513ebace038d16be8aa9e1273_8036","2000d99c1a4f4644d4dc8bc5f335fcca_7078","8291d5e9ef160a270636991509e0e85c_6234","b1b2c14e5b2eae9d99465ee4aa5d53b7_6330","f95cc3601e9bedf7c0d3dbaf7722b312_6441","81c24e080905d6ecc25e00770222c603_6356","a963e031a0e9d0bd7ea9f5c201bde08a_6643","cf4339b1a0ea8d217cfa00a17e46d961_7092","6f47304ac79aadc337208f6d61504bf4_6363","65f1bac1425e1f84709282b5f5eed1ce_6969"
"WP_001225679.1","","murein L,D-transpeptidase","10","10","1","1","5343","","","","740","740","740","de5d112513ebace038d16be8aa9e1273_8695","2000d99c1a4f4644d4dc8bc5f335fcca_7955","8291d5e9ef160a270636991509e0e85c_7016","b1b2c14e5b2eae9d99465ee4aa5d53b7_7088","f95cc3601e9bedf7c0d3dbaf7722b312_7313","81c24e080905d6ecc25e00770222c603_7455","a963e031a0e9d0bd7ea9f5c201bde08a_7335","cf4339b1a0ea8d217cfa00a17e46d961_7792","6f47304ac79aadc337208f6d61504bf4_7195","65f1bac1425e1f84709282b5f5eed1ce_7808"
"serB","","phosphoserine phosphatase","10","10","1","1","7930","","","","968","968","968","de5d112513ebace038d16be8aa9e1273_9407","2000d99c1a4f4644d4dc8bc5f335fcca_8504","8291d5e9ef160a270636991509e0e85c_7505","b1b2c14e5b2eae9d99465ee4aa5d53b7_7602","f95cc3601e9bedf7c0d3dbaf7722b312_7819","81c24e080905d6ecc25e00770222c603_7946","a963e031a0e9d0bd7ea9f5c201bde08a_7906","cf4339b1a0ea8d217cfa00a17e46d961_8451","6f47304ac79aadc337208f6d61504bf4_7694","65f1bac1425e1f84709282b5f5eed1ce_8352"
"WP_000922901.1","","calcium/sodium antiporter","10","10","1","1","1594","","","","977","977","977","de5d112513ebace038d16be8aa9e1273_2163","2000d99c1a4f4644d4dc8bc5f335fcca_1128","8291d5e9ef160a270636991509e0e85c_1089","b1b2c14e5b2eae9d99465ee4aa5d53b7_1038","f95cc3601e9bedf7c0d3dbaf7722b312_1098","81c24e080905d6ecc25e00770222c603_1061","a963e031a0e9d0bd7ea9f5c201bde08a_1041","cf4339b1a0ea8d217cfa00a17e46d961_1093","6f47304ac79aadc337208f6d61504bf4_1069","65f1bac1425e1f84709282b5f5eed1ce_1095"
"flgH","","flagellar basal body L-ring protein FlgH","10","10","1","1","7578","","","","698","698","698","de5d112513ebace038d16be8aa9e1273_6914","2000d99c1a4f4644d4dc8bc5f335fcca_5867","8291d5e9ef160a270636991509e0e85c_5212","b1b2c14e5b2eae9d99465ee4aa5d53b7_5325","f95cc3601e9bedf7c0d3dbaf7722b312_5500","81c24e080905d6ecc25e00770222c603_5437","a963e031a0e9d0bd7ea9f5c201bde08a_5455","cf4339b1a0ea8d217cfa00a17e46d961_6041","6f47304ac79aadc337208f6d61504bf4_5305","65f1bac1425e1f84709282b5f5eed1ce_3973"
"xerC","","tyrosine recombinase XerC","10","10","1","1","3664","","","","896","896","896","de5d112513ebace038d16be8aa9e1273_826","2000d99c1a4f4644d4dc8bc5f335fcca_9860","8291d5e9ef160a270636991509e0e85c_8761","b1b2c14e5b2eae9d99465ee4aa5d53b7_8792","f95cc3601e9bedf7c0d3dbaf7722b312_8957","81c24e080905d6ecc25e00770222c603_9144","a963e031a0e9d0bd7ea9f5c201bde08a_9089","cf4339b1a0ea8d217cfa00a17e46d961_9806","6f47304ac79aadc337208f6d61504bf4_8923","65f1bac1425e1f84709282b5f5eed1ce_9693"
"trpS","","tryptophan--tRNA ligase","10","10","1","1","1410","","","","1004","1004","1004","de5d112513ebace038d16be8aa9e1273_1792","2000d99c1a4f4644d4dc8bc5f335fcca_803","8291d5e9ef160a270636991509e0e85c_714","b1b2c14e5b2eae9d99465ee4aa5d53b7_659","f95cc3601e9bedf7c0d3dbaf7722b312_717","81c24e080905d6ecc25e00770222c603_670","a963e031a0e9d0bd7ea9f5c201bde08a_670","cf4339b1a0ea8d217cfa00a17e46d961_722","6f47304ac79aadc337208f6d61504bf4_692","65f1bac1425e1f84709282b5f5eed1ce_740"
"ahpF","","alkyl hydroperoxide reductase subunit F","10","10","1","1","5945","","","","1565","1565","1565","de5d112513ebace038d16be8aa9e1273_8086","2000d99c1a4f4644d4dc8bc5f335fcca_7130","8291d5e9ef160a270636991509e0e85c_6288","b1b2c14e5b2eae9d99465ee4aa5d53b7_6382","f95cc3601e9bedf7c0d3dbaf7722b312_6493","81c24e080905d6ecc25e00770222c603_6408","a963e031a0e9d0bd7ea9f5c201bde08a_6695","cf4339b1a0ea8d217cfa00a17e46d961_7140","6f47304ac79aadc337208f6d61504bf4_6415","65f1bac1425e1f84709282b5f5eed1ce_7021"
"WP_001219954.1","","beta-galactosidase subunit beta","10","10","1","1","1719","","","","449","449","449","de5d112513ebace038d16be8aa9e1273_2388","2000d99c1a4f4644d4dc8bc5f335fcca_1373","8291d5e9ef160a270636991509e0e85c_1330","b1b2c14e5b2eae9d99465ee4aa5d53b7_1279","f95cc3601e9bedf7c0d3dbaf7722b312_1339","81c24e080905d6ecc25e00770222c603_1298","a963e031a0e9d0bd7ea9f5c201bde08a_1292","cf4339b1a0ea8d217cfa00a17e46d961_1318","6f47304ac79aadc337208f6d61504bf4_1310","65f1bac1425e1f84709282b5f5eed1ce_1348"
"WP_000956830.1","","Na/Pi cotransporter family protein","10","10","1","1","3891","","","","1631","1631","1631","de5d112513ebace038d16be8aa9e1273_329","2000d99c1a4f4644d4dc8bc5f335fcca_9405","8291d5e9ef160a270636991509e0e85c_8294","b1b2c14e5b2eae9d99465ee4aa5d53b7_8365","f95cc3601e9bedf7c0d3dbaf7722b312_8530","81c24e080905d6ecc25e00770222c603_8715","a963e031a0e9d0bd7ea9f5c201bde08a_8656","cf4339b1a0ea8d217cfa00a17e46d961_9319","6f47304ac79aadc337208f6d61504bf4_8494","65f1bac1425e1f84709282b5f5eed1ce_9236"
"WP_001295443.1","","lipoprotein","10","10","1","1","7594","","","","560","560","560","de5d112513ebace038d16be8aa9e1273_6946","2000d99c1a4f4644d4dc8bc5f335fcca_5897","8291d5e9ef160a270636991509e0e85c_5242","b1b2c14e5b2eae9d99465ee4aa5d53b7_5357","f95cc3601e9bedf7c0d3dbaf7722b312_5532","81c24e080905d6ecc25e00770222c603_5467","a963e031a0e9d0bd7ea9f5c201bde08a_5485","cf4339b1a0ea8d217cfa00a17e46d961_6071","6f47304ac79aadc337208f6d61504bf4_5335","65f1bac1425e1f84709282b5f5eed1ce_3941"
"rssA","","patatin-like phospholipase RssA","10","10","1","1","7251","","","","905","905","905","de5d112513ebace038d16be8aa9e1273_6607","2000d99c1a4f4644d4dc8bc5f335fcca_5577","8291d5e9ef160a270636991509e0e85c_4928","b1b2c14e5b2eae9d99465ee4aa5d53b7_5039","f95cc3601e9bedf7c0d3dbaf7722b312_5235","81c24e080905d6ecc25e00770222c603_5093","a963e031a0e9d0bd7ea9f5c201bde08a_5173","cf4339b1a0ea8d217cfa00a17e46d961_5590","6f47304ac79aadc337208f6d61504bf4_5017","65f1bac1425e1f84709282b5f5eed1ce_4409"
"ldcC","","lysine decarboxylase LdcC","10","10","1","1","7711","","","","2141","2141","2141","de5d112513ebace038d16be8aa9e1273_8988","2000d99c1a4f4644d4dc8bc5f335fcca_8091","8291d5e9ef160a270636991509e0e85c_7105","b1b2c14e5b2eae9d99465ee4aa5d53b7_7195","f95cc3601e9bedf7c0d3dbaf7722b312_7424","81c24e080905d6ecc25e00770222c603_7544","a963e031a0e9d0bd7ea9f5c201bde08a_7508","cf4339b1a0ea8d217cfa00a17e46d961_8031","6f47304ac79aadc337208f6d61504bf4_7290","65f1bac1425e1f84709282b5f5eed1ce_7955"
